well,cluster,is_outlier,start_date
25-009-05396-00-00,1,False,1990-07-31
25-009-05400-00-00,1,False,1986-01-31
25-009-05401-00-00,1,False,1986-01-31
25-009-05402-00-00,0,False,1986-01-31
25-009-05403-00-00,1,False,1986-01-31
25-009-05408-00-00,1,False,1991-01-31
25-009-21002-00-00,0,False,1986-01-31
25-009-21008-00-00,1,False,1986-01-31
25-009-21009-00-00,1,False,1986-01-31
25-009-21010-00-00,1,False,1992-06-30
25-009-21011-00-00,0,False,1988-01-31
25-009-21013-00-00,1,False,2001-02-28
25-009-21014-00-00,1,True,1991-01-31
25-009-21050-00-00,0,False,2000-10-31
25-009-21063-00-00,0,False,1986-01-31
25-009-21083-00-00,0,False,1987-01-31
25-009-21086-00-00,0,False,1986-01-31
25-009-21088-00-00,0,False,1986-09-30
25-009-21099-00-00,0,False,1987-03-31
25-009-21112-00-00,0,False,1986-01-31
25-009-21119-00-00,0,False,1986-01-31
25-009-21162-00-00,0,False,1986-01-31
25-009-21169-00-00,1,False,1991-11-30
25-009-21204-00-00,0,False,1986-02-28
25-009-21224-00-00,1,False,1986-01-31
25-009-21225-00-00,1,False,1986-02-28
25-009-21226-00-00,0,False,1990-12-31
25-009-21227-00-00,0,False,1988-11-30
25-009-21234-00-00,0,False,1988-11-30
25-009-21238-00-00,1,False,1988-11-30
25-009-21257-00-00,0,False,1990-07-31
25-009-21258-00-00,0,False,1990-12-31
25-009-21276-00-00,0,False,2000-06-30
25-009-21294-00-00,0,False,2002-01-31
25-009-21297-00-00,0,False,2003-04-30
25-009-21299-00-00,0,False,2011-08-31
25-009-21302-00-00,0,False,2011-11-30
25-009-57104-00-00,1,False,2012-10-31
25-009-60035-00-00,1,False,2018-02-28
25-009-60069-00-00,1,False,1986-01-31
25-009-60074-00-00,0,False,1986-01-31
25-019-21096-00-00,0,False,1986-01-31
25-019-21099-00-00,0,False,1986-01-31
25-021-05135-00-00,0,False,1992-10-31
25-021-21069-00-00,1,False,1993-10-31
25-021-21112-00-00,0,False,1993-06-30
25-021-21116-00-00,0,False,1997-10-31
25-021-21128-00-00,0,False,1997-11-30
25-021-21131-00-00,0,False,1987-01-31
25-021-21135-00-00,0,False,1986-01-31
25-021-21158-00-00,0,False,1994-01-31
25-021-21160-00-00,0,False,1986-09-30
25-021-21181-00-00,0,False,1987-11-30
25-021-21183-00-00,0,False,1997-02-28
25-021-21184-00-00,0,False,1997-07-31
25-021-21193-00-00,0,False,1997-09-30
25-021-21199-00-00,1,False,2003-08-31
25-021-21200-00-00,0,False,2004-01-31
25-025-05158-00-00,0,False,2009-09-30
25-025-05164-00-00,0,False,2010-11-30
25-025-05226-00-00,0,False,2011-01-31
25-025-05466-00-00,0,False,2012-09-30
25-025-05468-00-00,0,False,2014-11-30
25-025-05591-00-00,0,False,2015-01-31
25-025-05695-00-00,1,False,1986-01-31
25-025-21008-00-00,1,False,1986-01-31
25-025-21021-00-00,0,False,1986-01-31
25-025-21054-00-00,1,False,1986-01-31
25-025-21073-00-00,1,False,1986-01-31
25-025-21077-00-00,0,False,1986-01-31
25-025-21162-00-00,1,False,1986-01-31
25-025-21171-00-00,1,False,1986-01-31
25-025-21172-00-00,0,False,1986-01-31
25-025-21202-00-00,0,False,1991-01-31
25-025-21203-00-00,0,False,1986-01-31
25-025-21261-00-00,0,False,1986-01-31
25-025-21265-00-00,1,False,1986-01-31
25-025-21273-00-00,1,False,1986-01-31
25-025-21276-00-00,0,False,1986-01-31
25-025-21277-00-00,0,False,1986-01-31
25-025-21278-00-00,0,False,1986-01-31
25-025-21279-00-00,0,False,1986-01-31
25-025-21285-00-00,0,False,1986-01-31
25-025-21292-00-00,0,False,1986-01-31
25-025-21293-00-00,0,False,1986-01-31
25-025-21337-00-00,1,False,1986-06-30
25-025-21341-00-00,0,False,1986-01-31
25-025-21350-00-00,0,False,1986-01-31
25-025-21352-00-00,0,False,1986-01-31
25-025-21353-00-00,0,False,1986-01-31
25-025-21354-00-00,0,False,1986-01-31
25-025-21360-00-00,0,False,1986-01-31
25-025-21364-00-00,1,False,1986-01-31
25-025-21374-00-00,1,False,1986-01-31
25-025-21375-00-00,0,False,1986-01-31
25-025-21380-00-00,0,False,1986-01-31
25-025-21400-00-00,1,False,1986-01-31
25-025-21401-00-00,0,False,1986-01-31
25-025-21403-00-00,0,False,1986-01-31
25-025-21405-00-00,0,False,1986-01-31
25-025-21406-00-00,0,False,1986-01-31
25-025-21417-00-00,0,False,1986-01-31
25-025-21420-00-00,1,False,1986-02-28
25-025-21434-00-00,0,False,1986-02-28
25-025-21440-00-00,0,False,1986-02-28
25-025-21462-00-00,0,False,1986-01-31
25-025-21463-00-00,0,False,1986-01-31
25-025-21470-00-00,0,False,1986-01-31
25-025-21471-00-00,0,False,1986-03-31
25-025-21472-00-00,0,False,1986-03-31
25-025-21486-00-00,0,False,1987-01-31
25-025-21494-00-00,0,False,1988-01-31
25-025-21497-00-00,0,False,1987-09-30
25-025-21501-00-00,0,False,1988-04-30
25-025-21503-00-00,1,False,1988-07-31
25-025-21510-00-00,0,False,1988-07-31
25-025-21517-00-00,0,False,1988-10-31
25-025-21519-00-00,0,False,1988-11-30
25-025-21523-00-00,1,False,1989-01-31
25-025-21527-00-00,0,False,1990-10-31
25-025-21532-00-00,0,False,1991-09-30
25-025-21538-00-00,0,False,1993-04-30
25-025-21541-00-00,1,True,1993-04-30
25-025-21543-00-00,0,False,1993-03-31
25-025-21549-00-00,0,False,1993-08-31
25-025-21551-00-00,0,False,1993-08-31
25-025-21555-00-00,0,False,1993-10-31
25-025-21575-00-00,1,False,1993-11-30
25-025-21581-00-00,0,False,1994-08-31
25-025-21584-00-00,0,False,1994-04-30
25-025-21589-00-00,1,True,1994-08-31
25-025-21591-00-00,1,True,1994-08-31
25-025-21597-00-00,1,False,1994-09-30
25-025-21645-00-00,0,False,1994-11-30
25-025-21650-00-00,1,False,1995-02-28
25-025-21694-00-00,0,False,1994-10-31
25-025-21695-00-00,0,False,1995-01-31
25-025-21699-00-00,0,False,1995-03-31
25-025-21701-00-00,0,False,1995-03-31
25-025-21718-00-00,0,False,1995-04-30
25-025-21722-00-00,0,False,1995-06-30
25-025-21725-00-00,0,False,1995-05-31
25-025-21728-00-00,0,False,1995-07-31
25-025-21729-00-00,0,False,1995-12-31
25-025-21761-00-00,0,False,1995-12-31
25-025-21762-00-00,1,False,1996-02-29
25-025-21763-00-00,0,False,1996-03-31
25-025-21766-00-00,0,False,1996-08-31
25-025-21768-00-00,0,False,1996-04-30
25-025-21775-00-00,0,False,1996-05-31
25-025-21778-00-00,0,False,1997-03-31
25-025-21781-00-00,0,False,1997-03-31
25-025-21784-00-00,1,False,1997-01-31
25-025-21794-00-00,0,False,1996-12-31
25-025-21843-00-00,1,False,1997-03-31
25-025-21867-00-00,1,False,1997-04-30
25-025-21930-00-00,1,False,1998-02-28
25-025-21987-00-00,0,False,1997-05-31
25-025-21989-00-00,0,False,1997-05-31
25-025-21990-00-00,0,False,1997-09-30
25-025-21991-00-00,0,False,1997-09-30
25-025-22034-00-00,0,False,1998-01-31
25-025-22035-00-00,0,False,1997-12-31
25-025-22036-00-00,0,False,1998-06-30
25-025-22198-00-00,0,False,1999-01-31
25-025-22202-00-00,0,False,1998-03-31
25-025-22228-00-00,0,False,1998-02-28
25-025-22236-00-00,0,False,1998-05-31
25-025-22237-00-00,1,False,1998-04-30
25-025-22238-00-00,1,False,1998-04-30
25-025-22249-00-00,1,True,1998-06-30
25-025-22250-00-00,1,False,1998-04-30
25-025-22260-00-00,0,False,1998-06-30
25-025-22261-00-00,0,False,1998-06-30
25-025-22272-00-00,0,False,1998-05-31
25-025-22325-00-00,1,True,1998-07-31
25-025-22326-00-00,1,True,1998-06-30
25-025-22327-00-00,0,False,1998-08-31
25-025-22328-00-00,0,False,1998-08-31
25-025-22330-00-00,0,False,1998-07-31
25-025-22334-00-00,1,False,1998-11-30
25-025-22335-00-00,0,False,1998-09-30
25-025-22337-00-00,0,False,1998-10-31
25-025-22338-00-00,0,False,1998-11-30
25-025-22348-00-00,0,False,1998-12-31
25-025-22396-00-00,0,False,1998-12-31
25-025-22421-00-00,0,False,1998-12-31
25-025-22422-00-00,0,False,1999-05-31
25-025-22423-00-00,1,True,1999-03-31
25-025-22424-00-00,1,False,1999-03-31
25-025-22449-00-00,0,False,1999-03-31
25-025-22450-00-00,0,False,1999-06-30
25-025-22451-00-00,1,False,1999-03-31
25-025-22493-00-00,0,False,1999-08-31
25-025-22517-00-00,0,False,1999-04-30
25-025-22543-00-00,0,False,1999-05-31
25-025-22937-00-00,1,True,1999-05-31
25-025-23019-00-00,0,False,1999-05-31
25-025-23045-00-00,1,False,1999-08-31
25-025-23047-00-00,0,False,1999-06-30
25-025-23048-00-00,0,False,1999-11-30
25-025-23062-00-00,0,False,1999-12-31
25-025-23078-00-00,1,False,1999-12-31
25-025-23079-00-00,0,False,2000-01-31
25-025-23080-00-00,0,False,2000-09-30
25-025-23081-00-00,1,False,2001-01-31
25-025-23082-00-00,0,False,2001-11-30
25-025-23083-00-00,1,False,2001-12-31
25-025-23091-00-00,0,False,2001-12-31
25-025-23092-00-00,0,False,2001-08-31
25-025-23095-00-00,0,False,2002-03-31
25-025-23097-00-00,0,False,2002-03-31
25-025-23103-00-00,0,False,2002-02-28
25-025-60014-00-00,0,False,2003-06-30
25-033-05088-00-00,0,False,2003-04-30
25-033-21095-00-00,1,False,2003-06-30
25-033-21098-00-00,1,False,2003-10-31
25-033-21110-00-00,0,False,2003-09-30
25-033-21111-00-00,0,False,2003-10-31
25-033-21121-00-00,0,False,2003-10-31
25-033-21127-00-00,0,False,2003-10-31
25-035-05046-00-00,1,False,2003-12-31
25-035-05061-00-00,0,False,2003-12-31
25-035-05063-00-00,1,False,2004-02-29
25-035-05066-00-00,1,False,2004-05-31
25-035-05076-00-00,0,False,2004-05-31
25-035-05091-00-00,1,True,2004-04-30
25-035-05105-00-00,0,False,2004-08-31
25-035-05334-00-00,1,True,2004-05-31
25-035-05348-00-00,0,False,2004-06-30
25-035-05369-00-00,0,False,2004-07-31
25-035-05439-00-00,1,False,2004-06-30
25-035-05483-00-00,1,False,2004-10-31
25-035-05592-00-00,0,False,2004-09-30
25-035-05678-00-00,1,False,2004-11-30
25-035-05687-00-00,1,False,2024-03-31
25-035-05701-00-00,1,False,2005-05-31
25-035-05714-00-00,0,False,2005-06-30
25-035-05717-00-00,0,False,2005-06-30
25-035-05718-00-00,1,False,2005-05-31
25-035-05729-00-00,0,False,2005-02-28
25-035-05779-00-00,1,False,2004-12-31
25-035-05806-00-00,0,False,2005-03-31
25-035-05815-00-00,0,False,2005-04-30
25-035-05825-00-00,0,False,2005-06-30
25-035-05867-00-00,0,False,2005-12-31
25-035-06166-00-00,0,False,2009-10-31
25-035-06173-00-00,1,False,2009-11-30
25-035-06185-00-00,1,False,2011-06-30
25-035-06253-00-00,1,False,2011-03-31
25-035-06276-00-00,1,False,2011-01-31
25-035-06280-00-00,1,True,2012-02-29
25-035-06567-00-00,1,False,2014-09-30
25-035-06626-00-00,1,True,2014-11-30
25-035-06627-00-00,0,False,2014-11-30
25-035-06741-00-00,1,True,2014-12-31
25-035-06762-00-00,0,False,2014-12-31
25-035-06772-00-00,1,False,2014-12-31
25-035-06790-00-00,1,False,2018-11-30
25-035-06796-00-00,0,False,2018-10-31
25-035-06801-00-00,1,False,2018-11-30
25-035-06803-00-00,1,False,2019-09-30
25-035-06818-00-00,1,False,2021-09-30
25-035-06823-00-00,0,False,2019-10-31
25-035-06826-00-00,1,False,2023-04-30
25-035-06828-00-00,1,False,2023-04-30
25-035-06832-00-00,1,False,1986-01-31
25-035-06839-00-00,0,False,2005-03-31
25-035-06907-00-00,0,False,1986-01-31
25-035-06946-00-00,1,False,1996-08-31
25-035-06950-00-00,0,False,1986-01-31
25-035-07190-00-00,0,False,1986-01-31
25-035-07193-00-00,0,False,1986-01-31
25-035-07212-00-00,0,False,1986-01-31
25-035-07221-00-00,1,False,1986-01-31
25-035-07239-00-00,1,False,2010-07-31
25-035-07261-00-00,0,False,1986-01-31
25-035-08655-00-00,0,False,1986-01-31
25-035-08690-00-00,0,False,1986-05-31
25-035-08701-00-00,0,False,1986-01-31
25-035-21012-00-00,1,False,1986-01-31
25-035-21031-00-00,1,False,1986-01-31
25-035-21039-00-00,0,False,2001-03-31
25-035-21069-00-00,1,False,1986-01-31
25-035-21153-00-00,0,False,1986-01-31
25-035-21155-00-00,0,False,1986-01-31
25-035-21157-00-00,1,False,2006-09-30
25-035-21158-00-00,0,False,1986-01-31
25-035-21163-00-00,0,False,1986-01-31
25-035-21165-00-00,0,False,1986-01-31
25-035-21166-00-00,0,False,1986-03-31
25-035-21167-00-00,0,False,1986-01-31
25-035-21168-00-00,0,False,1990-03-31
25-035-21177-00-00,0,False,1986-01-31
25-035-21204-00-00,0,False,1987-04-30
25-035-21214-00-00,0,False,1986-01-31
25-035-21222-00-00,0,False,1986-07-31
25-035-21226-00-00,1,False,1986-01-31
25-035-21239-00-00,1,False,1986-01-31
25-035-21241-00-00,0,False,1986-01-31
25-035-21332-00-00,1,False,1986-01-31
25-035-21376-00-00,0,False,1986-08-31
25-035-21402-00-00,1,False,1986-08-31
25-035-21411-00-00,1,False,1986-08-31
25-035-21419-00-00,0,False,1986-08-31
25-035-21432-00-00,0,False,1986-04-30
25-035-21463-00-00,0,False,1986-01-31
25-035-21499-00-00,0,False,1992-10-31
25-035-21550-00-00,1,False,1986-01-31
25-035-21574-00-00,1,False,1986-01-31
25-035-21595-00-00,0,False,1986-01-31
25-035-21619-00-00,0,False,1986-01-31
25-035-21631-00-00,0,False,1986-01-31
25-035-21633-00-00,0,False,1986-01-31
25-035-21653-00-00,0,False,1986-01-31
25-035-21698-00-00,0,False,1986-01-31
25-035-21700-00-00,0,False,1986-01-31
25-035-21705-00-00,0,False,1986-01-31
25-035-21706-00-00,0,False,1986-01-31
25-035-21710-00-00,0,False,1986-01-31
25-035-21782-00-00,1,False,1986-01-31
25-035-21795-00-00,1,False,1986-01-31
25-035-21879-00-00,1,False,1986-02-28
25-035-21905-00-00,0,False,1999-01-31
25-035-21915-00-00,0,False,1986-01-31
25-035-21916-00-00,0,False,1986-01-31
25-035-21917-00-00,1,False,1986-01-31
25-035-21936-00-00,0,False,1987-01-31
25-035-60013-00-00,1,False,1986-01-31
25-035-60025-00-00,1,False,1986-01-31
25-041-05060-00-00,1,False,1986-01-31
25-051-05215-00-00,1,False,1986-01-31
25-051-05253-00-00,0,False,1986-01-31
25-051-05254-00-00,0,False,1987-10-31
25-051-05293-00-00,1,False,1990-12-31
25-051-05312-00-00,0,False,1986-01-31
25-051-05314-00-00,1,False,1986-01-31
25-051-05316-00-00,1,False,1986-01-31
25-051-05326-00-00,0,False,1991-01-31
25-051-05332-00-00,0,False,1986-02-28
25-051-05336-00-00,1,False,1986-01-31
25-051-05343-00-00,1,True,1986-01-31
25-051-05436-00-00,0,False,1986-04-30
25-051-05454-00-00,0,False,1986-01-31
25-051-05461-00-00,0,False,1986-01-31
25-051-06480-00-00,0,False,1986-01-31
25-051-21017-00-00,0,False,1986-01-31
25-051-21021-00-00,0,False,1986-01-31
25-051-21307-00-00,0,False,1986-01-31
25-051-21323-00-00,0,False,1986-01-31
25-051-21330-00-00,1,False,1986-01-31
25-051-21343-00-00,0,False,1986-01-31
25-051-21412-00-00,1,False,1986-01-31
25-051-21465-00-00,0,False,1991-01-31
25-051-21466-00-00,1,False,1986-03-31
25-051-21499-00-00,0,False,1991-01-31
25-051-21526-00-00,0,False,1989-01-31
25-051-21577-00-00,0,False,1986-01-31
25-051-21615-00-00,0,False,1997-06-30
25-051-21803-00-00,0,False,1986-02-28
25-055-05082-00-00,1,True,1986-01-31
25-055-21045-00-00,1,False,1986-01-31
25-055-21070-00-00,1,False,1989-10-31
25-055-21100-00-00,0,False,1986-01-31
25-055-21103-00-00,1,False,1997-07-31
25-055-21111-00-00,0,False,1991-01-31
25-055-21124-00-00,0,False,1986-03-31
25-055-21128-00-00,0,False,1986-01-31
25-055-21208-00-00,0,False,1986-01-31
25-065-05113-00-00,1,False,1986-01-31
25-065-05126-00-00,0,False,1986-01-31
25-065-05127-00-00,0,False,1986-01-31
25-065-05128-00-00,0,False,1986-01-31
25-065-05162-00-00,1,False,1986-01-31
25-065-05164-00-00,1,False,1986-01-31
25-065-05182-00-00,1,False,1986-01-31
25-065-05270-00-00,1,False,1986-01-31
25-065-05275-00-00,1,False,1987-10-31
25-065-05306-00-00,1,False,1988-03-31
25-065-05585-00-00,0,False,1988-11-30
25-065-05594-00-00,0,False,1992-09-30
25-065-21006-00-00,0,False,1993-07-31
25-065-21013-00-00,0,False,1994-10-31
25-065-21035-00-00,0,False,1995-08-31
25-065-21092-00-00,1,False,1995-08-31
25-065-21093-00-00,0,False,1995-08-31
25-065-21111-00-00,1,False,1995-12-31
25-065-21112-00-00,0,False,2022-04-30
25-065-21113-00-00,1,False,2011-06-30
25-065-21115-00-00,0,False,1986-03-31
25-065-21119-00-00,0,False,1986-01-31
25-065-21120-00-00,1,False,1987-02-28
25-065-21121-00-00,0,False,1988-10-31
25-065-21124-00-00,1,False,2008-11-30
25-065-21135-00-00,0,False,1986-01-31
25-065-21192-00-00,0,False,1986-01-31
25-065-21208-00-00,1,False,1986-01-31
25-065-21210-00-00,1,False,1986-01-31
25-065-21217-00-00,1,False,2008-11-30
25-065-21243-00-00,0,False,1986-01-31
25-065-21276-00-00,1,False,1986-01-31
25-065-21324-00-00,1,True,1986-01-31
25-065-21343-00-00,0,False,1986-01-31
25-065-21380-00-00,0,False,1986-01-31
25-065-21432-00-00,0,False,1986-01-31
25-065-21442-00-00,0,False,1986-01-31
25-065-21494-00-00,0,False,1986-01-31
25-065-21588-00-00,1,False,2003-03-31
25-065-21615-00-00,1,False,1986-01-31
25-065-21627-00-00,0,False,2001-09-30
25-065-21628-00-00,1,False,1986-06-30
25-065-21637-00-00,1,False,1986-01-31
25-065-21673-00-00,0,False,1986-01-31
25-065-21758-00-00,0,False,2024-06-30
25-065-21774-00-00,0,False,1986-01-31
25-065-21775-00-00,0,False,1986-01-31
25-065-21807-00-00,0,False,1986-01-31
25-065-21839-00-00,0,False,1986-01-31
25-065-21841-00-00,0,False,1986-01-31
25-069-21025-00-00,0,False,1986-01-31
25-069-21072-00-00,0,False,1986-07-31
25-069-21108-00-00,1,False,1986-01-31
25-069-21116-00-00,1,False,2007-03-31
25-069-21119-00-00,0,False,1986-01-31
25-069-21120-00-00,0,False,1986-01-31
25-069-21121-00-00,0,False,1986-01-31
25-069-21124-00-00,1,False,1986-01-31
25-069-21129-00-00,0,False,1986-01-31
25-069-21138-00-00,1,False,1986-01-31
25-069-60079-00-00,0,False,1986-01-31
25-069-60121-00-00,1,False,1987-11-30
25-073-05008-00-00,1,True,1986-01-31
25-073-05080-00-00,0,False,1986-01-31
25-073-05111-00-00,0,False,2014-02-28
25-073-05112-00-00,0,False,2024-07-31
25-073-05115-00-00,1,True,1986-01-31
25-073-05116-00-00,1,False,1986-01-31
25-073-05125-00-00,0,False,1986-01-31
25-073-05134-00-00,1,True,1986-01-31
25-073-05136-00-00,1,False,1988-06-30
25-073-05146-00-00,1,False,1986-01-31
25-073-05147-00-00,0,False,1986-01-31
25-073-05157-00-00,0,False,1986-01-31
25-073-05163-00-00,0,False,1991-01-31
25-073-05166-00-00,0,False,1993-11-30
25-073-05175-00-00,0,False,1986-01-31
25-073-05176-00-00,0,False,1987-01-31
25-073-05183-00-00,0,False,1986-01-31
25-073-05190-00-00,0,False,1986-01-31
25-073-05191-00-00,1,False,1986-01-31
25-073-05192-00-00,1,False,1986-01-31
25-073-05193-00-00,1,False,1986-01-31
25-073-05194-00-00,0,False,1986-01-31
25-073-05198-00-00,0,False,1986-01-31
25-073-05200-00-00,1,False,1986-01-31
25-073-05201-00-00,1,False,1986-01-31
25-073-05209-00-00,1,False,1986-01-31
25-073-05216-00-00,0,False,1986-01-31
25-073-05220-00-00,1,False,1986-01-31
25-073-05221-00-00,1,False,1986-01-31
25-073-05224-00-00,1,False,1986-01-31
25-073-05225-00-00,1,False,1986-01-31
25-073-05226-00-00,1,False,1986-01-31
25-073-05227-00-00,0,False,1986-01-31
25-073-05229-00-00,1,False,1986-01-31
25-073-05235-00-00,0,False,1986-01-31
25-073-05237-00-00,1,False,1986-01-31
25-073-05238-00-00,0,False,1986-01-31
25-073-05245-00-00,0,False,1986-01-31
25-073-05246-00-00,1,False,1986-01-31
25-073-05250-00-00,0,False,1986-01-31
25-073-05251-00-00,1,False,1986-01-31
25-073-05252-00-00,0,False,1986-01-31
25-073-05255-00-00,0,False,1986-01-31
25-073-05258-00-00,0,False,1986-01-31
25-073-05259-00-00,1,False,1986-01-31
25-073-05262-00-00,1,False,1986-01-31
25-073-05264-00-00,0,False,1986-12-31
25-073-05267-00-00,1,False,1986-03-31
25-073-05271-00-00,0,False,1986-01-31
25-073-05272-00-00,1,False,1986-12-31
25-073-05273-00-00,0,False,1986-01-31
25-073-05274-00-00,1,False,1987-07-31
25-073-05280-00-00,0,False,1988-02-29
25-073-05285-00-00,0,False,1988-03-31
25-073-05286-00-00,1,True,1993-08-31
25-073-05290-00-00,1,False,1998-10-31
25-073-05292-00-00,0,False,2001-06-30
25-073-05294-00-00,0,False,2013-04-30
25-073-05295-00-00,1,False,2009-08-31
25-073-05308-00-00,0,False,1986-01-31
25-073-05311-00-00,0,False,1986-01-31
25-073-05313-00-00,0,False,1986-02-28
25-073-05323-00-00,1,True,1986-01-31
25-073-05325-00-00,1,True,1986-01-31
25-073-05329-00-00,1,True,1986-01-31
25-073-05333-00-00,1,True,1991-01-31
25-073-05334-00-00,1,True,1986-01-31
25-073-05367-00-00,0,False,1986-01-31
25-073-05573-00-00,0,False,1986-10-31
25-073-07021-00-00,1,True,1986-06-30
25-073-07023-00-00,0,False,2008-01-31
25-073-21058-00-00,1,False,2008-03-31
25-073-21115-00-00,1,False,1986-01-31
25-073-21134-00-00,1,False,1986-01-31
25-073-21136-00-00,1,False,1986-01-31
25-073-21172-00-00,0,False,1986-01-31
25-073-21195-00-00,0,False,1986-02-28
25-073-21225-00-00,1,False,1986-01-31
25-073-21325-00-00,1,False,1986-01-31
25-073-21372-00-00,0,False,1986-01-31
25-073-21398-00-00,0,False,1986-01-31
25-073-21434-00-00,1,True,1986-01-31
25-073-21445-00-00,0,False,1986-01-31
25-073-21462-00-00,0,False,1991-01-31
25-073-21481-00-00,0,False,1986-01-31
25-073-21482-00-00,0,False,1986-01-31
25-073-21488-00-00,0,False,1986-01-31
25-073-21500-00-00,0,False,1986-01-31
25-073-21503-00-00,0,False,1986-01-31
25-073-21512-00-00,0,False,1986-01-31
25-073-21521-00-00,1,False,1986-01-31
25-073-21522-00-00,1,False,1986-01-31
25-073-21535-00-00,1,False,1986-01-31
25-073-21546-00-00,1,False,1986-01-31
25-073-21552-00-00,1,False,1986-01-31
25-073-21557-00-00,0,False,1986-01-31
25-073-21558-00-00,0,False,1986-01-31
25-073-21578-00-00,0,False,1986-01-31
25-073-21581-00-00,0,False,1986-01-31
25-073-21584-00-00,0,False,1986-01-31
25-073-21585-00-00,0,False,1986-01-31
25-073-21587-00-00,0,False,1986-01-31
