"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25085220630000","Devon Energy Williston, L.L.C.","Challenger 24-36F  6H","Oil","Spudded","Roosevelt","Wildcat Roosevelt","28N-59E","23",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-085-22063-00-00","7/31/2025 12:00:00 AM","Bakken","9121","0","0","0","0",

