"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25085220620000","Devon Energy Williston, L.L.C.","Challenger 23-35F  5H","Oil","Spudded","Roosevelt","Wildcat Roosevelt","28N-59E","23",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-085-22062-00-00","7/31/2025 12:00:00 AM","Bakken","9121","8486","8504","10383","5",

