"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25101238380000","LaMarsa Corp.","Edwards  7-26","Gas","Producing","Toole","Kevin Southwest","34N-3W","26",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-101-23838-00-00","6/30/2025 12:00:00 AM","Bow Island, Swift","5768","0","443","0","30",
"25-101-23838-00-00","5/31/2025 12:00:00 AM","Bow Island, Swift","5768","0","321","0","31",
"25-101-23838-00-00","4/30/2025 12:00:00 AM","Bow Island, Swift","5768","0","311","0","30",
"25-101-23838-00-00","3/31/2025 12:00:00 AM","Bow Island, Swift","5768","0","346","0","31",
"25-101-23838-00-00","2/28/2025 12:00:00 AM","Bow Island, Swift","5768","0","130","0","28",
"25-101-23838-00-00","1/31/2025 12:00:00 AM","Bow Island, Swift","5768","0","204","0","31",
"25-101-23838-00-00","12/31/2024 12:00:00 AM","Bow Island, Swift","5768","0","369","0","31",
"25-101-23838-00-00","11/30/2024 12:00:00 AM","Bow Island, Swift","5768","0","279","0","30",
"25-101-23838-00-00","10/31/2024 12:00:00 AM","Bow Island, Swift","5768","0","392","0","31",
"25-101-23838-00-00","9/30/2024 12:00:00 AM","Bow Island, Swift","5768","0","400","0","30",
"25-101-23838-00-00","8/31/2024 12:00:00 AM","Bow Island, Swift","5768","0","403","0","31",
"25-101-23838-00-00","7/31/2024 12:00:00 AM","Bow Island, Swift","5768","0","437","0","31",
"25-101-23838-00-00","6/30/2024 12:00:00 AM","Bow Island, Swift","5768","0","410","0","30",
"25-101-23838-00-00","5/31/2024 12:00:00 AM","Bow Island, Swift","5768","0","396","0","31",
"25-101-23838-00-00","4/30/2024 12:00:00 AM","Bow Island, Swift","5768","0","361","0","30",
"25-101-23838-00-00","3/31/2024 12:00:00 AM","Bow Island, Swift","5768","0","290","0","31",
"25-101-23838-00-00","2/29/2024 12:00:00 AM","Bow Island, Swift","5768","0","383","0","29",
"25-101-23838-00-00","1/31/2024 12:00:00 AM","Bow Island, Swift","5768","0","217","0","31",
"25-101-23838-00-00","12/31/2023 12:00:00 AM","Bow Island, Swift","5768","0","373","0","31",
"25-101-23838-00-00","11/30/2023 12:00:00 AM","Bow Island, Swift","5768","0","357","0","30",
"25-101-23838-00-00","10/31/2023 12:00:00 AM","Bow Island, Swift","5768","0","336","0","31",
