"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25087052590000","Texaco Exploration and Production Inc.","Eiselein  A-1","Dry Hole","P&A - Approved","Rosebud","Sumatra","11N-32E","14",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-087-05259-00-00","6/30/1987 12:00:00 AM","Tyler","4861","29","0","17520","30",

