"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25083218200000","MorningStar Operating LLC","Dore  4-19","Oil","Shut In","Richland","Hay Creek","24N-59E","19",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-083-21820-00-00","7/31/2025 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","6/30/2025 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","5/31/2025 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","4/30/2025 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","3/31/2025 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","2/28/2025 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","1/31/2025 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","12/31/2024 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","11/30/2024 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","10/31/2024 12:00:00 AM","Stonewall, Interlake","5028","2","2","2","1",
"25-083-21820-00-00","9/30/2024 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","8/31/2024 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","7/31/2024 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","6/30/2024 12:00:00 AM","Stonewall, Interlake","5028","105","78","103","6",
"25-083-21820-00-00","5/31/2024 12:00:00 AM","Stonewall, Interlake","5028","62","46","147","9",
"25-083-21820-00-00","4/30/2024 12:00:00 AM","Stonewall, Interlake","5028","8","6","130","6",
"25-083-21820-00-00","3/31/2024 12:00:00 AM","Stonewall, Interlake","5028","44","33","503","17",
"25-083-21820-00-00","2/29/2024 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","1/31/2024 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","12/31/2023 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","11/30/2023 12:00:00 AM","Stonewall, Interlake","5028","6","4","0","1",
"25-083-21820-00-00","10/31/2023 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","9/30/2023 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","8/31/2023 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","7/31/2023 12:00:00 AM","Stonewall, Interlake","5028","8","6","115","1",
"25-083-21820-00-00","6/30/2023 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","5/31/2023 12:00:00 AM","Stonewall, Interlake","5028","22","17","0","1",
"25-083-21820-00-00","4/30/2023 12:00:00 AM","Stonewall, Interlake","5028","11","8","0","1",
"25-083-21820-00-00","3/31/2023 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","2/28/2023 12:00:00 AM","Stonewall, Interlake","5028","6","4","0","1",
"25-083-21820-00-00","1/31/2023 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","12/31/2022 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","11/30/2022 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","10/31/2022 12:00:00 AM","Stonewall, Interlake","5028","115","87","0","1",
"25-083-21820-00-00","9/30/2022 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","8/31/2022 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","1",
"25-083-21820-00-00","7/31/2022 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","6/30/2022 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","1",
"25-083-21820-00-00","5/31/2022 12:00:00 AM","Stonewall, Interlake","5028","88","0","0","2",
"25-083-21820-00-00","4/30/2022 12:00:00 AM","Stonewall, Interlake","5028","41","0","0","1",
"25-083-21820-00-00","3/31/2022 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","2/28/2022 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","1/31/2022 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","12/31/2021 12:00:00 AM","Stonewall, Interlake","5028","94","0","0","2",
"25-083-21820-00-00","11/30/2021 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","10/31/2021 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","9/30/2021 12:00:00 AM","Stonewall, Interlake","5028","74","0","0","2",
"25-083-21820-00-00","8/31/2021 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","7/31/2021 12:00:00 AM","Stonewall, Interlake","5028","77","0","0","2",
"25-083-21820-00-00","6/30/2021 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","0",
"25-083-21820-00-00","5/31/2021 12:00:00 AM","Stonewall, Interlake","5028","74","74","0","1",
"25-083-21820-00-00","4/30/2021 12:00:00 AM","Stonewall, Interlake","5028","0","0","0","1",
"25-083-21820-00-00","3/31/2021 12:00:00 AM","Stonewall, Interlake","5028","66","66","0","2",
