"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25003212990000","Fidelity Exploration & Production Co.","Consol 3699  33D2/3","Coal Bed Methane","P&A - Approved","Big Horn","CX","9S-39E","36",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-003-21299-00-00","1/31/2013 12:00:00 AM","Dietz 2, Dietz 3","6247","0","0","0","0",
"25-003-21299-00-00","12/31/2012 12:00:00 AM","Dietz 2, Dietz 3","6247","0","0","0","0",
"25-003-21299-00-00","11/30/2012 12:00:00 AM","Dietz 2, Dietz 3","6247","0","0","0","0",
"25-003-21299-00-00","10/31/2012 12:00:00 AM","Dietz 2, Dietz 3","6247","0","0","0","0",
"25-003-21299-00-00","9/30/2012 12:00:00 AM","Dietz 2, Dietz 3","6247","0","0","0","0",
"25-003-21299-00-00","8/31/2012 12:00:00 AM","Dietz 2, Dietz 3","6247","0","0","0","0",
"25-003-21299-00-00","7/31/2012 12:00:00 AM","Dietz 2, Dietz 3","6247","0","0","0","0",
"25-003-21299-00-00","6/30/2012 12:00:00 AM","Dietz 2, Dietz 3","6247","0","0","0","0",
"25-003-21299-00-00","5/31/2012 12:00:00 AM","Dietz 2, Dietz 3","6247","0","0","0","0",
"25-003-21299-00-00","4/30/2012 12:00:00 AM","Dietz 2, Dietz 3","6247","0","48","0","3",
"25-003-21299-00-00","3/31/2012 12:00:00 AM","Dietz 2, Dietz 3","6247","0","733","0","31",
"25-003-21299-00-00","2/29/2012 12:00:00 AM","Dietz 2, Dietz 3","6247","0","686","0","29",
"25-003-21299-00-00","1/31/2012 12:00:00 AM","Dietz 2, Dietz 3","6247","0","784","0","31",
"25-003-21299-00-00","12/31/2011 12:00:00 AM","Dietz 2, Dietz 3","6247","0","885","0","31",
"25-003-21299-00-00","11/30/2011 12:00:00 AM","Dietz 2, Dietz 3","6247","0","340","0","30",
"25-003-21299-00-00","10/31/2011 12:00:00 AM","Dietz 2, Dietz 3","6247","0","348","0","31",
"25-003-21299-00-00","9/30/2011 12:00:00 AM","Dietz 2, Dietz 3","6247","0","452","0","26",
"25-003-21299-00-00","8/31/2011 12:00:00 AM","Dietz 2, Dietz 3","6247","0","845","0","31",
"25-003-21299-00-00","7/31/2011 12:00:00 AM","Dietz 2, Dietz 3","6247","0","926","0","31",
"25-003-21299-00-00","6/30/2011 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1078","0","30",
"25-003-21299-00-00","5/31/2011 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1040","0","31",
"25-003-21299-00-00","4/30/2011 12:00:00 AM","Dietz 2, Dietz 3","6247","0","544","0","30",
"25-003-21299-00-00","3/31/2011 12:00:00 AM","Dietz 2, Dietz 3","6247","0","191","0","31",
"25-003-21299-00-00","2/28/2011 12:00:00 AM","Dietz 2, Dietz 3","6247","0","399","0","25",
"25-003-21299-00-00","1/31/2011 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1099","0","31",
"25-003-21299-00-00","12/31/2010 12:00:00 AM","Dietz 2, Dietz 3","6247","0","882","0","31",
"25-003-21299-00-00","11/30/2010 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1445","0","30",
"25-003-21299-00-00","10/31/2010 12:00:00 AM","Dietz 2, Dietz 3","6247","0","3565","0","31",
"25-003-21299-00-00","9/30/2010 12:00:00 AM","Dietz 2, Dietz 3","6247","0","6656","0","12",
"25-003-21299-00-00","8/31/2010 12:00:00 AM","Dietz 2, Dietz 3","6247","0","0","0","0",
"25-003-21299-00-00","7/31/2010 12:00:00 AM","Dietz 2, Dietz 3","6247","0","0","0","0",
"25-003-21299-00-00","6/30/2010 12:00:00 AM","Dietz 2, Dietz 3","6247","0","0","0","0",
"25-003-21299-00-00","5/31/2010 12:00:00 AM","Dietz 2, Dietz 3","6247","0","160","0","12",
"25-003-21299-00-00","4/30/2010 12:00:00 AM","Dietz 2, Dietz 3","6247","0","85","0","15",
"25-003-21299-00-00","3/31/2010 12:00:00 AM","Dietz 2, Dietz 3","6247","0","6","0","6",
"25-003-21299-00-00","2/28/2010 12:00:00 AM","Dietz 2, Dietz 3","6247","0","18","0","5",
"25-003-21299-00-00","1/31/2010 12:00:00 AM","Dietz 2, Dietz 3","6247","0","0","0","0",
"25-003-21299-00-00","12/31/2009 12:00:00 AM","Dietz 2, Dietz 3","6247","0","54","0","9",
"25-003-21299-00-00","11/30/2009 12:00:00 AM","Dietz 2, Dietz 3","6247","0","32","0","13",
"25-003-21299-00-00","10/31/2009 12:00:00 AM","Dietz 2, Dietz 3","6247","0","7","0","3",
"25-003-21299-00-00","9/30/2009 12:00:00 AM","Dietz 2, Dietz 3","6247","0","0","0","0",
"25-003-21299-00-00","8/31/2009 12:00:00 AM","Dietz 2, Dietz 3","6247","0","0","0","0",
"25-003-21299-00-00","7/31/2009 12:00:00 AM","Dietz 2, Dietz 3","6247","0","0","0","0",
"25-003-21299-00-00","6/30/2009 12:00:00 AM","Dietz 2, Dietz 3","6247","0","525","0","27",
"25-003-21299-00-00","5/31/2009 12:00:00 AM","Dietz 2, Dietz 3","6247","0","207","0","25",
"25-003-21299-00-00","4/30/2009 12:00:00 AM","Dietz 2, Dietz 3","6247","0","448","0","25",
"25-003-21299-00-00","3/31/2009 12:00:00 AM","Dietz 2, Dietz 3","6247","0","304","0","16",
"25-003-21299-00-00","2/28/2009 12:00:00 AM","Dietz 2, Dietz 3","6247","0","784","0","28",
"25-003-21299-00-00","1/31/2009 12:00:00 AM","Dietz 2, Dietz 3","6247","0","322","0","19",
"25-003-21299-00-00","12/31/2008 12:00:00 AM","Dietz 2, Dietz 3","6247","0","578","0","30",
"25-003-21299-00-00","11/30/2008 12:00:00 AM","Dietz 2, Dietz 3","6247","0","478","0","26",
"25-003-21299-00-00","10/31/2008 12:00:00 AM","Dietz 2, Dietz 3","6247","0","416","0","10",
"25-003-21299-00-00","9/30/2008 12:00:00 AM","Dietz 2, Dietz 3","6247","0","521","0","16",
"25-003-21299-00-00","8/31/2008 12:00:00 AM","Dietz 2, Dietz 3","6247","0","923","0","19",
"25-003-21299-00-00","7/31/2008 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1371","0","31",
"25-003-21299-00-00","6/30/2008 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1462","0","30",
"25-003-21299-00-00","5/31/2008 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1198","0","31",
"25-003-21299-00-00","4/30/2008 12:00:00 AM","Dietz 2, Dietz 3","6247","0","890","0","30",
"25-003-21299-00-00","3/31/2008 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1111","0","31",
"25-003-21299-00-00","2/29/2008 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1148","0","29",
"25-003-21299-00-00","1/31/2008 12:00:00 AM","Dietz 2, Dietz 3","6247","0","586","0","30",
"25-003-21299-00-00","12/31/2007 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1172","0","31",
"25-003-21299-00-00","11/30/2007 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1735","0","30",
"25-003-21299-00-00","10/31/2007 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1830","0","31",
"25-003-21299-00-00","9/30/2007 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1715","0","30",
"25-003-21299-00-00","8/31/2007 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1508","0","31",
"25-003-21299-00-00","7/31/2007 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1383","0","31",
"25-003-21299-00-00","6/30/2007 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1390","0","30",
"25-003-21299-00-00","5/31/2007 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1705","0","31",
"25-003-21299-00-00","4/30/2007 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1586","0","30",
"25-003-21299-00-00","3/31/2007 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1271","0","31",
"25-003-21299-00-00","2/28/2007 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1433","0","28",
"25-003-21299-00-00","1/31/2007 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1314","0","31",
"25-003-21299-00-00","12/31/2006 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1313","0","31",
"25-003-21299-00-00","11/30/2006 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1582","0","30",
"25-003-21299-00-00","10/31/2006 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1691","0","31",
"25-003-21299-00-00","9/30/2006 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1640","0","30",
"25-003-21299-00-00","8/31/2006 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1674","0","31",
"25-003-21299-00-00","7/31/2006 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1866","0","31",
"25-003-21299-00-00","6/30/2006 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1677","0","30",
"25-003-21299-00-00","5/31/2006 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1905","0","31",
"25-003-21299-00-00","4/30/2006 12:00:00 AM","Dietz 2, Dietz 3","6247","0","2010","0","30",
"25-003-21299-00-00","3/31/2006 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1770","0","31",
"25-003-21299-00-00","2/28/2006 12:00:00 AM","Dietz 2, Dietz 3","6247","0","1787","0","28",
