"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25085215720000","Hunt Petroleum (AEC), Inc.","BIG MUDDY 1","Dry Hole","P&A - Approved","Roosevelt","Wildcat Roosevelt","29N-54E","12",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-085-21572-00-00","6/30/1992 12:00:00 AM","Ratcliffe","4671","76","0","0","6",

