"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25041227870000","NorthWestern Corporation","Arney-Lafrenz  18-35-17","Gas","Shut In","Hill","Red Rock","35N-17E","18",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-041-22787-00-00","7/31/2025 12:00:00 AM","Eagle, Niobrara","5817","0","0","0","0",
"25-041-22787-00-00","6/30/2025 12:00:00 AM","Eagle, Niobrara","5817","0","36","0","13",
"25-041-22787-00-00","5/31/2025 12:00:00 AM","Eagle, Niobrara","5817","0","83","0","31",
"25-041-22787-00-00","4/30/2025 12:00:00 AM","Eagle, Niobrara","5817","0","73","0","30",
"25-041-22787-00-00","3/31/2025 12:00:00 AM","Eagle, Niobrara","5817","0","74","0","31",
"25-041-22787-00-00","2/28/2025 12:00:00 AM","Eagle, Niobrara","5817","0","73","0","23",
"25-041-22787-00-00","1/31/2025 12:00:00 AM","Eagle, Niobrara","5817","0","78","0","30",
"25-041-22787-00-00","12/31/2024 12:00:00 AM","Eagle, Niobrara","5817","0","77","0","31",
"25-041-22787-00-00","11/30/2024 12:00:00 AM","Eagle, Niobrara","5817","0","75","0","30",
"25-041-22787-00-00","10/31/2024 12:00:00 AM","Eagle, Niobrara","5817","0","92","0","31",
"25-041-22787-00-00","9/30/2024 12:00:00 AM","Eagle, Niobrara","5817","0","88","0","30",
"25-041-22787-00-00","8/31/2024 12:00:00 AM","Eagle, Niobrara","5817","0","71","0","26",
"25-041-22787-00-00","7/31/2024 12:00:00 AM","Eagle, Niobrara","5817","0","96","0","31",
"25-041-22787-00-00","6/30/2024 12:00:00 AM","Eagle, Niobrara","5817","0","95","0","30",
"25-041-22787-00-00","5/31/2024 12:00:00 AM","Eagle, Niobrara","5817","0","97","0","31",
"25-041-22787-00-00","4/30/2024 12:00:00 AM","Eagle, Niobrara","5817","0","103","0","30",
"25-041-22787-00-00","3/31/2024 12:00:00 AM","Eagle, Niobrara","5817","0","119","0","31",
"25-041-22787-00-00","2/29/2024 12:00:00 AM","Eagle, Niobrara","5817","0","115","0","29",
"25-041-22787-00-00","1/31/2024 12:00:00 AM","Eagle, Niobrara","5817","0","128","0","30",
"25-041-22787-00-00","12/31/2023 12:00:00 AM","Eagle, Niobrara","5817","0","132","0","31",
"25-041-22787-00-00","11/30/2023 12:00:00 AM","Eagle, Niobrara","5817","0","149","0","29",
"25-041-22787-00-00","10/31/2023 12:00:00 AM","Eagle, Niobrara","5817","0","142","0","31",
"25-041-22787-00-00","9/30/2023 12:00:00 AM","Eagle, Niobrara","5817","0","144","0","30",
"25-041-22787-00-00","8/31/2023 12:00:00 AM","Eagle, Niobrara","5817","0","149","0","31",
"25-041-22787-00-00","7/31/2023 12:00:00 AM","Eagle, Niobrara","5817","0","152","0","31",
"25-041-22787-00-00","6/30/2023 12:00:00 AM","Eagle, Niobrara","5817","0","156","0","30",
"25-041-22787-00-00","5/31/2023 12:00:00 AM","Eagle, Niobrara","5817","0","191","0","31",
"25-041-22787-00-00","4/30/2023 12:00:00 AM","Eagle, Niobrara","5817","0","158","0","30",
"25-041-22787-00-00","3/31/2023 12:00:00 AM","Eagle, Niobrara","5817","0","142","0","31",
"25-041-22787-00-00","2/28/2023 12:00:00 AM","Eagle, Niobrara","5817","0","140","0","28",
"25-041-22787-00-00","1/31/2023 12:00:00 AM","Eagle, Niobrara","5817","0","150","0","30",
"25-041-22787-00-00","12/31/2022 12:00:00 AM","Eagle, Niobrara","5817","0","142","0","28",
"25-041-22787-00-00","11/30/2022 12:00:00 AM","Eagle, Niobrara","5817","0","160","0","30",
"25-041-22787-00-00","10/31/2022 12:00:00 AM","Eagle, Niobrara","5817","0","121","0","31",
"25-041-22787-00-00","9/30/2022 12:00:00 AM","Eagle, Niobrara","5817","0","139","0","30",
"25-041-22787-00-00","8/31/2022 12:00:00 AM","Eagle, Niobrara","5817","0","121","0","31",
"25-041-22787-00-00","7/31/2022 12:00:00 AM","Eagle, Niobrara","5817","0","123","0","31",
"25-041-22787-00-00","6/30/2022 12:00:00 AM","Eagle, Niobrara","5817","0","118","0","30",
"25-041-22787-00-00","5/31/2022 12:00:00 AM","Eagle, Niobrara","5817","0","121","0","31",
"25-041-22787-00-00","4/30/2022 12:00:00 AM","Eagle, Niobrara","5817","0","145","0","30",
"25-041-22787-00-00","3/31/2022 12:00:00 AM","Eagle, Niobrara","5817","0","144","0","23",
"25-041-22787-00-00","2/28/2022 12:00:00 AM","Eagle, Niobrara","5817","0","101","0","28",
"25-041-22787-00-00","1/31/2022 12:00:00 AM","Eagle, Niobrara","5817","0","124","0","30",
"25-041-22787-00-00","12/31/2021 12:00:00 AM","Eagle, Niobrara","5817","0","110","0","30",
"25-041-22787-00-00","11/30/2021 12:00:00 AM","Eagle, Niobrara","5817","0","139","0","30",
"25-041-22787-00-00","10/31/2021 12:00:00 AM","Eagle, Niobrara","5817","0","132","0","31",
"25-041-22787-00-00","9/30/2021 12:00:00 AM","Eagle, Niobrara","5817","0","139","0","30",
"25-041-22787-00-00","8/31/2021 12:00:00 AM","Eagle, Niobrara","5817","0","159","0","30",
"25-041-22787-00-00","7/31/2021 12:00:00 AM","Eagle, Niobrara","5817","0","150","0","31",
"25-041-22787-00-00","6/30/2021 12:00:00 AM","Eagle, Niobrara","5817","0","138","0","30",
"25-041-22787-00-00","5/31/2021 12:00:00 AM","Eagle, Niobrara","5817","0","149","0","31",
"25-041-22787-00-00","4/30/2021 12:00:00 AM","Eagle, Niobrara","5817","0","156","0","30",
"25-041-22787-00-00","3/31/2021 12:00:00 AM","Eagle, Niobrara","5817","0","151","0","31",
"25-041-22787-00-00","2/28/2021 12:00:00 AM","Eagle, Niobrara","5817","0","130","0","25",
"25-041-22787-00-00","1/31/2021 12:00:00 AM","Eagle, Niobrara","5817","0","145","0","31",
"25-041-22787-00-00","12/31/2020 12:00:00 AM","Eagle, Niobrara","5817","0","145","0","31",
"25-041-22787-00-00","11/30/2020 12:00:00 AM","Eagle, Niobrara","5817","0","149","0","30",
"25-041-22787-00-00","10/31/2020 12:00:00 AM","Eagle, Niobrara","5817","0","149","0","31",
"25-041-22787-00-00","9/30/2020 12:00:00 AM","Eagle, Niobrara","5817","0","146","0","30",
"25-041-22787-00-00","8/31/2020 12:00:00 AM","Eagle, Niobrara","5817","0","142","0","31",
"25-041-22787-00-00","7/31/2020 12:00:00 AM","Eagle, Niobrara","5817","0","142","0","31",
"25-041-22787-00-00","6/30/2020 12:00:00 AM","Eagle, Niobrara","5817","0","145","0","30",
"25-041-22787-00-00","5/31/2020 12:00:00 AM","Eagle, Niobrara","5817","0","145","0","30",
"25-041-22787-00-00","4/30/2020 12:00:00 AM","Eagle, Niobrara","5817","0","139","0","30",
"25-041-22787-00-00","3/31/2020 12:00:00 AM","Eagle, Niobrara","5817","0","149","0","29",
"25-041-22787-00-00","2/29/2020 12:00:00 AM","Eagle, Niobrara","5817","0","154","0","29",
"25-041-22787-00-00","1/31/2020 12:00:00 AM","Eagle, Niobrara","5817","0","167","0","27",
"25-041-22787-00-00","12/31/2019 12:00:00 AM","Eagle, Niobrara","5817","0","153","0","30",
"25-041-22787-00-00","11/30/2019 12:00:00 AM","Eagle, Niobrara","5817","0","152","0","30",
"25-041-22787-00-00","10/31/2019 12:00:00 AM","Eagle, Niobrara","5817","0","148","0","29",
"25-041-22787-00-00","9/30/2019 12:00:00 AM","Eagle, Niobrara","5817","0","174","0","28",
"25-041-22787-00-00","8/31/2019 12:00:00 AM","Eagle, Niobrara","5817","0","169","0","31",
"25-041-22787-00-00","7/31/2019 12:00:00 AM","Eagle, Niobrara","5817","0","169","0","31",
"25-041-22787-00-00","6/30/2019 12:00:00 AM","Eagle, Niobrara","5817","0","163","0","30",
"25-041-22787-00-00","5/31/2019 12:00:00 AM","Eagle, Niobrara","5817","0","171","0","31",
"25-041-22787-00-00","4/30/2019 12:00:00 AM","Eagle, Niobrara","5817","0","166","0","30",
"25-041-22787-00-00","3/31/2019 12:00:00 AM","Eagle, Niobrara","5817","0","217","0","30",
"25-041-22787-00-00","2/28/2019 12:00:00 AM","Eagle, Niobrara","5817","0","145","0","21",
"25-041-22787-00-00","1/31/2019 12:00:00 AM","Eagle, Niobrara","5817","0","188","0","31",
