"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25101230640000","LaMarsa Corp.","Byrne  2-14","Gas","Producing","Toole","Kevin Southwest","33N-3W","14",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-101-23064-00-00","6/30/2025 12:00:00 AM","Sunburst, Dakota","3841","0","232","0","30",
"25-101-23064-00-00","5/31/2025 12:00:00 AM","Sunburst, Dakota","3841","0","193","0","31",
"25-101-23064-00-00","4/30/2025 12:00:00 AM","Sunburst, Dakota","3841","0","197","0","30",
"25-101-23064-00-00","3/31/2025 12:00:00 AM","Sunburst, Dakota","3841","0","195","0","31",
"25-101-23064-00-00","2/28/2025 12:00:00 AM","Sunburst, Dakota","3841","0","74","0","28",
"25-101-23064-00-00","1/31/2025 12:00:00 AM","Sunburst, Dakota","3841","0","97","0","31",
"25-101-23064-00-00","12/31/2024 12:00:00 AM","Sunburst, Dakota","3841","0","181","0","31",
"25-101-23064-00-00","11/30/2024 12:00:00 AM","Sunburst, Dakota","3841","0","133","0","30",
"25-101-23064-00-00","10/31/2024 12:00:00 AM","Sunburst, Dakota","3841","0","221","0","31",
"25-101-23064-00-00","9/30/2024 12:00:00 AM","Sunburst, Dakota","3841","0","212","0","30",
"25-101-23064-00-00","8/31/2024 12:00:00 AM","Sunburst, Dakota","3841","0","221","0","31",
"25-101-23064-00-00","7/31/2024 12:00:00 AM","Sunburst, Dakota","3841","0","248","0","31",
"25-101-23064-00-00","6/30/2024 12:00:00 AM","Sunburst, Dakota","3841","0","241","0","30",
"25-101-23064-00-00","5/31/2024 12:00:00 AM","Sunburst, Dakota","3841","0","233","0","31",
"25-101-23064-00-00","4/30/2024 12:00:00 AM","Sunburst, Dakota","3841","0","217","0","30",
"25-101-23064-00-00","3/31/2024 12:00:00 AM","Sunburst, Dakota","3841","0","195","0","31",
"25-101-23064-00-00","2/29/2024 12:00:00 AM","Sunburst, Dakota","3841","0","122","0","29",
"25-101-23064-00-00","1/31/2024 12:00:00 AM","Sunburst, Dakota","3841","0","97","0","31",
"25-101-23064-00-00","12/31/2023 12:00:00 AM","Sunburst, Dakota","3841","0","167","0","31",
"25-101-23064-00-00","11/30/2023 12:00:00 AM","Sunburst, Dakota","3841","0","143","0","30",
"25-101-23064-00-00","10/31/2023 12:00:00 AM","Sunburst, Dakota","3841","0","164","0","31",
"25-101-23064-00-00","9/30/2023 12:00:00 AM","Sunburst, Dakota","3841","0","167","0","30",
"25-101-23064-00-00","8/31/2023 12:00:00 AM","Sunburst, Dakota","3841","0","216","0","31",
"25-101-23064-00-00","7/31/2023 12:00:00 AM","Sunburst, Dakota","3841","0","229","0","31",
"25-101-23064-00-00","6/30/2023 12:00:00 AM","Sunburst, Dakota","3841","0","231","0","30",
"25-101-23064-00-00","5/31/2023 12:00:00 AM","Sunburst, Dakota","3841","0","249","0","31",
"25-101-23064-00-00","4/30/2023 12:00:00 AM","Sunburst, Dakota","3841","0","247","0","30",
"25-101-23064-00-00","3/31/2023 12:00:00 AM","Sunburst, Dakota","3841","0","168","0","31",
"25-101-23064-00-00","2/28/2023 12:00:00 AM","Sunburst, Dakota","3841","0","151","0","28",
"25-101-23064-00-00","1/31/2023 12:00:00 AM","Sunburst, Dakota","3841","0","185","0","31",
"25-101-23064-00-00","12/31/2022 12:00:00 AM","Sunburst, Dakota","3841","0","66","0","31",
"25-101-23064-00-00","11/30/2022 12:00:00 AM","Sunburst, Dakota","3841","0","141","0","30",
