"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25041227980000","NorthWestern Corporation","Boyce  28-9","Gas","Producing","Hill","Tiger Ridge","30N-15E","28",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-041-22798-00-00","7/31/2025 12:00:00 AM","Judith River, Eagle","319","0","188","0","31",
"25-041-22798-00-00","6/30/2025 12:00:00 AM","Judith River, Eagle","319","0","196","0","30",
"25-041-22798-00-00","5/31/2025 12:00:00 AM","Judith River, Eagle","319","0","215","0","31",
"25-041-22798-00-00","4/30/2025 12:00:00 AM","Judith River, Eagle","319","0","211","0","30",
"25-041-22798-00-00","3/31/2025 12:00:00 AM","Judith River, Eagle","319","0","228","0","31",
"25-041-22798-00-00","2/28/2025 12:00:00 AM","Judith River, Eagle","319","0","212","0","28",
"25-041-22798-00-00","1/31/2025 12:00:00 AM","Judith River, Eagle","319","0","238","0","31",
"25-041-22798-00-00","12/31/2024 12:00:00 AM","Judith River, Eagle","319","0","242","0","31",
"25-041-22798-00-00","11/30/2024 12:00:00 AM","Judith River, Eagle","319","0","241","0","30",
"25-041-22798-00-00","10/31/2024 12:00:00 AM","Judith River, Eagle","319","0","247","0","31",
"25-041-22798-00-00","9/30/2024 12:00:00 AM","Judith River, Eagle","319","0","248","0","30",
"25-041-22798-00-00","8/31/2024 12:00:00 AM","Judith River, Eagle","319","0","251","0","31",
"25-041-22798-00-00","7/31/2024 12:00:00 AM","Judith River, Eagle","319","0","246","0","31",
"25-041-22798-00-00","6/30/2024 12:00:00 AM","Judith River, Eagle","319","0","242","0","30",
"25-041-22798-00-00","5/31/2024 12:00:00 AM","Judith River, Eagle","319","0","265","0","31",
"25-041-22798-00-00","4/30/2024 12:00:00 AM","Judith River, Eagle","319","0","255","0","30",
"25-041-22798-00-00","3/31/2024 12:00:00 AM","Judith River, Eagle","319","0","266","0","31",
"25-041-22798-00-00","2/29/2024 12:00:00 AM","Judith River, Eagle","319","0","257","0","29",
"25-041-22798-00-00","1/31/2024 12:00:00 AM","Judith River, Eagle","319","0","275","0","31",
"25-041-22798-00-00","12/31/2023 12:00:00 AM","Judith River, Eagle","319","0","275","0","31",
"25-041-22798-00-00","11/30/2023 12:00:00 AM","Judith River, Eagle","319","0","269","0","30",
"25-041-22798-00-00","10/31/2023 12:00:00 AM","Judith River, Eagle","319","0","280","0","30",
"25-041-22798-00-00","9/30/2023 12:00:00 AM","Judith River, Eagle","319","0","262","0","30",
"25-041-22798-00-00","8/31/2023 12:00:00 AM","Judith River, Eagle","319","0","269","0","31",
"25-041-22798-00-00","7/31/2023 12:00:00 AM","Judith River, Eagle","319","0","283","0","31",
"25-041-22798-00-00","6/30/2023 12:00:00 AM","Judith River, Eagle","319","0","255","0","30",
"25-041-22798-00-00","5/31/2023 12:00:00 AM","Judith River, Eagle","319","0","262","0","31",
"25-041-22798-00-00","4/30/2023 12:00:00 AM","Judith River, Eagle","319","0","268","0","30",
"25-041-22798-00-00","3/31/2023 12:00:00 AM","Judith River, Eagle","319","0","289","0","31",
"25-041-22798-00-00","2/28/2023 12:00:00 AM","Judith River, Eagle","319","0","270","0","28",
"25-041-22798-00-00","1/31/2023 12:00:00 AM","Judith River, Eagle","319","0","310","0","31",
"25-041-22798-00-00","12/31/2022 12:00:00 AM","Judith River, Eagle","319","0","252","0","26",
"25-041-22798-00-00","11/30/2022 12:00:00 AM","Judith River, Eagle","319","0","275","0","30",
"25-041-22798-00-00","10/31/2022 12:00:00 AM","Judith River, Eagle","319","0","286","0","31",
"25-041-22798-00-00","9/30/2022 12:00:00 AM","Judith River, Eagle","319","0","274","0","30",
"25-041-22798-00-00","8/31/2022 12:00:00 AM","Judith River, Eagle","319","0","285","0","29",
"25-041-22798-00-00","7/31/2022 12:00:00 AM","Judith River, Eagle","319","0","284","0","31",
"25-041-22798-00-00","6/30/2022 12:00:00 AM","Judith River, Eagle","319","0","268","0","30",
"25-041-22798-00-00","5/31/2022 12:00:00 AM","Judith River, Eagle","319","0","289","0","31",
"25-041-22798-00-00","4/30/2022 12:00:00 AM","Judith River, Eagle","319","0","288","0","30",
"25-041-22798-00-00","3/31/2022 12:00:00 AM","Judith River, Eagle","319","0","302","0","31",
"25-041-22798-00-00","2/28/2022 12:00:00 AM","Judith River, Eagle","319","0","267","0","28",
"25-041-22798-00-00","1/31/2022 12:00:00 AM","Judith River, Eagle","319","0","303","0","31",
"25-041-22798-00-00","12/31/2021 12:00:00 AM","Judith River, Eagle","319","0","299","0","30",
"25-041-22798-00-00","11/30/2021 12:00:00 AM","Judith River, Eagle","319","0","292","0","30",
"25-041-22798-00-00","10/31/2021 12:00:00 AM","Judith River, Eagle","319","0","310","0","31",
"25-041-22798-00-00","9/30/2021 12:00:00 AM","Judith River, Eagle","319","0","289","0","30",
"25-041-22798-00-00","8/31/2021 12:00:00 AM","Judith River, Eagle","319","0","297","0","31",
"25-041-22798-00-00","7/31/2021 12:00:00 AM","Judith River, Eagle","319","0","287","0","31",
"25-041-22798-00-00","6/30/2021 12:00:00 AM","Judith River, Eagle","319","0","280","0","30",
"25-041-22798-00-00","5/31/2021 12:00:00 AM","Judith River, Eagle","319","0","301","0","31",
"25-041-22798-00-00","4/30/2021 12:00:00 AM","Judith River, Eagle","319","0","298","0","30",
"25-041-22798-00-00","3/31/2021 12:00:00 AM","Judith River, Eagle","319","0","323","0","31",
"25-041-22798-00-00","2/28/2021 12:00:00 AM","Judith River, Eagle","319","0","280","0","27",
"25-041-22798-00-00","1/31/2021 12:00:00 AM","Judith River, Eagle","319","0","319","0","31",
"25-041-22798-00-00","12/31/2020 12:00:00 AM","Judith River, Eagle","319","0","327","0","31",
"25-041-22798-00-00","11/30/2020 12:00:00 AM","Judith River, Eagle","319","0","321","0","30",
"25-041-22798-00-00","10/31/2020 12:00:00 AM","Judith River, Eagle","319","0","325","0","31",
"25-041-22798-00-00","9/30/2020 12:00:00 AM","Judith River, Eagle","319","0","310","0","30",
"25-041-22798-00-00","8/31/2020 12:00:00 AM","Judith River, Eagle","319","0","319","0","31",
"25-041-22798-00-00","7/31/2020 12:00:00 AM","Judith River, Eagle","319","0","324","0","31",
"25-041-22798-00-00","6/30/2020 12:00:00 AM","Judith River, Eagle","319","0","308","0","30",
"25-041-22798-00-00","5/31/2020 12:00:00 AM","Judith River, Eagle","319","0","305","0","31",
"25-041-22798-00-00","4/30/2020 12:00:00 AM","Judith River, Eagle","319","0","301","0","30",
