"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25003227100000","Fidelity Exploration & Production Co.","Decker 0791  44M/C","Coal Bed Methane","P&A - Approved","Big Horn","CX","9S-41E","7",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-003-22710-00-00","2/28/2015 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","1/31/2015 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","12/31/2014 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","11/30/2014 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","10/31/2014 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","9/30/2014 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","8/31/2014 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","7/31/2014 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","6/30/2014 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","5/31/2014 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","4/30/2014 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","3/31/2014 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","2/28/2014 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","1/31/2014 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","12/31/2013 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","11/30/2013 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","10/31/2013 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","9/30/2013 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","8/31/2013 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","7/31/2013 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","6/30/2013 12:00:00 AM","Carney, Monarch","7364","0","0","0","0",
"25-003-22710-00-00","5/31/2013 12:00:00 AM","Carney, Monarch","7364","0","1","0","31",
"25-003-22710-00-00","4/30/2013 12:00:00 AM","Carney, Monarch","7364","0","4","0","30",
"25-003-22710-00-00","3/31/2013 12:00:00 AM","Carney, Monarch","7364","0","6","0","31",
"25-003-22710-00-00","2/28/2013 12:00:00 AM","Carney, Monarch","7364","0","10","0","28",
"25-003-22710-00-00","1/31/2013 12:00:00 AM","Carney, Monarch","7364","0","28","0","31",
"25-003-22710-00-00","12/31/2012 12:00:00 AM","Carney, Monarch","7364","0","28","0","31",
"25-003-22710-00-00","11/30/2012 12:00:00 AM","Carney, Monarch","7364","0","28","0","30",
"25-003-22710-00-00","10/31/2012 12:00:00 AM","Carney, Monarch","7364","0","44","0","30",
"25-003-22710-00-00","9/30/2012 12:00:00 AM","Carney, Monarch","7364","0","54","0","30",
"25-003-22710-00-00","8/31/2012 12:00:00 AM","Carney, Monarch","7364","0","66","0","31",
"25-003-22710-00-00","7/31/2012 12:00:00 AM","Carney, Monarch","7364","0","80","0","31",
"25-003-22710-00-00","6/30/2012 12:00:00 AM","Carney, Monarch","7364","0","83","0","30",
"25-003-22710-00-00","5/31/2012 12:00:00 AM","Carney, Monarch","7364","0","83","0","31",
"25-003-22710-00-00","4/30/2012 12:00:00 AM","Carney, Monarch","7364","0","74","0","30",
"25-003-22710-00-00","3/31/2012 12:00:00 AM","Carney, Monarch","7364","0","68","0","31",
"25-003-22710-00-00","2/29/2012 12:00:00 AM","Carney, Monarch","7364","0","64","0","29",
"25-003-22710-00-00","1/31/2012 12:00:00 AM","Carney, Monarch","7364","0","87","0","31",
"25-003-22710-00-00","12/31/2011 12:00:00 AM","Carney, Monarch","7364","0","87","0","31",
"25-003-22710-00-00","11/30/2011 12:00:00 AM","Carney, Monarch","7364","0","90","0","30",
"25-003-22710-00-00","10/31/2011 12:00:00 AM","Carney, Monarch","7364","0","99","0","31",
"25-003-22710-00-00","9/30/2011 12:00:00 AM","Carney, Monarch","7364","0","100","0","30",
"25-003-22710-00-00","8/31/2011 12:00:00 AM","Carney, Monarch","7364","0","231","3587","31",
"25-003-22710-00-00","7/31/2011 12:00:00 AM","Carney, Monarch","7364","0","346","8435","31",
"25-003-22710-00-00","6/30/2011 12:00:00 AM","Carney, Monarch","7364","0","415","9510","30",
"25-003-22710-00-00","5/31/2011 12:00:00 AM","Carney, Monarch","7364","0","444","11618","31",
