"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25003227040000","Fidelity Exploration & Production Co.","Decker 0891  44M/C","Coal Bed Methane","P&A - Approved","Big Horn","CX","9S-41E","8",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-003-22704-00-00","2/28/2015 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","1/31/2015 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","12/31/2014 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","11/30/2014 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","10/31/2014 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","9/30/2014 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","8/31/2014 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","7/31/2014 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","6/30/2014 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","5/31/2014 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","4/30/2014 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","3/31/2014 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","2/28/2014 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","1/31/2014 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","12/31/2013 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","11/30/2013 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","10/31/2013 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","9/30/2013 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","8/31/2013 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","7/31/2013 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","6/30/2013 12:00:00 AM","Carney, Monarch","7360","0","228","22742","30",
"25-003-22704-00-00","5/31/2013 12:00:00 AM","Carney, Monarch","7360","0","226","23541","31",
"25-003-22704-00-00","4/30/2013 12:00:00 AM","Carney, Monarch","7360","0","194","22842","30",
"25-003-22704-00-00","3/31/2013 12:00:00 AM","Carney, Monarch","7360","0","212","23671","31",
"25-003-22704-00-00","2/28/2013 12:00:00 AM","Carney, Monarch","7360","0","186","22039","28",
"25-003-22704-00-00","1/31/2013 12:00:00 AM","Carney, Monarch","7360","0","147","26580","31",
"25-003-22704-00-00","12/31/2012 12:00:00 AM","Carney, Monarch","7360","0","0","13268","14",
"25-003-22704-00-00","11/30/2012 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","10/31/2012 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","9/30/2012 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","8/31/2012 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","7/31/2012 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","6/30/2012 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","5/31/2012 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","4/30/2012 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","3/31/2012 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","2/29/2012 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","1/31/2012 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","12/31/2011 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","11/30/2011 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","10/31/2011 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","9/30/2011 12:00:00 AM","Carney, Monarch","7360","0","0","0","0",
"25-003-22704-00-00","8/31/2011 12:00:00 AM","Carney, Monarch","7360","0","160","8281","16",
"25-003-22704-00-00","7/31/2011 12:00:00 AM","Carney, Monarch","7360","0","148","8143","14",
"25-003-22704-00-00","6/30/2011 12:00:00 AM","Carney, Monarch","7360","0","284","14634","30",
"25-003-22704-00-00","5/31/2011 12:00:00 AM","Carney, Monarch","7360","0","304","15652","31",
"25-003-22704-00-00","4/30/2011 12:00:00 AM","Carney, Monarch","7360","0","311","14100","30",
"25-003-22704-00-00","3/31/2011 12:00:00 AM","Carney, Monarch","7360","0","328","14837","31",
"25-003-22704-00-00","2/28/2011 12:00:00 AM","Carney, Monarch","7360","0","295","12526","28",
"25-003-22704-00-00","1/31/2011 12:00:00 AM","Carney, Monarch","7360","0","339","12652","31",
"25-003-22704-00-00","12/31/2010 12:00:00 AM","Carney, Monarch","7360","0","366","14836","31",
"25-003-22704-00-00","11/30/2010 12:00:00 AM","Carney, Monarch","7360","0","364","14410","30",
"25-003-22704-00-00","10/31/2010 12:00:00 AM","Carney, Monarch","7360","0","387","15263","31",
"25-003-22704-00-00","9/30/2010 12:00:00 AM","Carney, Monarch","7360","0","403","15267","30",
"25-003-22704-00-00","8/31/2010 12:00:00 AM","Carney, Monarch","7360","0","442","16970","31",
"25-003-22704-00-00","7/31/2010 12:00:00 AM","Carney, Monarch","7360","0","403","15870","31",
"25-003-22704-00-00","6/30/2010 12:00:00 AM","Carney, Monarch","7360","0","405","15040","30",
"25-003-22704-00-00","5/31/2010 12:00:00 AM","Carney, Monarch","7360","0","429","15731","31",
"25-003-22704-00-00","4/30/2010 12:00:00 AM","Carney, Monarch","7360","0","411","15326","30",
"25-003-22704-00-00","3/31/2010 12:00:00 AM","Carney, Monarch","7360","0","428","16086","31",
"25-003-22704-00-00","2/28/2010 12:00:00 AM","Carney, Monarch","7360","0","406","14765","28",
"25-003-22704-00-00","1/31/2010 12:00:00 AM","Carney, Monarch","7360","0","462","17023","31",
"25-003-22704-00-00","12/31/2009 12:00:00 AM","Carney, Monarch","7360","0","433","15801","30",
"25-003-22704-00-00","11/30/2009 12:00:00 AM","Carney, Monarch","7360","0","439","15708","30",
"25-003-22704-00-00","10/31/2009 12:00:00 AM","Carney, Monarch","7360","0","463","16873","31",
"25-003-22704-00-00","9/30/2009 12:00:00 AM","Carney, Monarch","7360","0","437","16793","30",
"25-003-22704-00-00","8/31/2009 12:00:00 AM","Carney, Monarch","7360","0","434","17277","31",
"25-003-22704-00-00","7/31/2009 12:00:00 AM","Carney, Monarch","7360","0","422","17012","31",
"25-003-22704-00-00","6/30/2009 12:00:00 AM","Carney, Monarch","7360","0","413","17179","30",
"25-003-22704-00-00","5/31/2009 12:00:00 AM","Carney, Monarch","7360","0","420","17268","31",
"25-003-22704-00-00","4/30/2009 12:00:00 AM","Carney, Monarch","7360","0","370","16704","30",
"25-003-22704-00-00","3/31/2009 12:00:00 AM","Carney, Monarch","7360","0","385","17860","31",
"25-003-22704-00-00","2/28/2009 12:00:00 AM","Carney, Monarch","7360","0","351","16537","28",
"25-003-22704-00-00","1/31/2009 12:00:00 AM","Carney, Monarch","7360","0","381","19294","31",
"25-003-22704-00-00","12/31/2008 12:00:00 AM","Carney, Monarch","7360","0","922","18881","31",
"25-003-22704-00-00","11/30/2008 12:00:00 AM","Carney, Monarch","7360","0","1596","17854","30",
"25-003-22704-00-00","10/31/2008 12:00:00 AM","Carney, Monarch","7360","0","1547","18349","31",
"25-003-22704-00-00","9/30/2008 12:00:00 AM","Carney, Monarch","7360","0","1111","18526","30",
"25-003-22704-00-00","8/31/2008 12:00:00 AM","Carney, Monarch","7360","0","1056","19429","31",
"25-003-22704-00-00","7/31/2008 12:00:00 AM","Carney, Monarch","7360","0","846","20594","31",
"25-003-22704-00-00","6/30/2008 12:00:00 AM","Carney, Monarch","7360","0","773","19394","30",
"25-003-22704-00-00","5/31/2008 12:00:00 AM","Carney, Monarch","7360","0","883","19251","31",
"25-003-22704-00-00","4/30/2008 12:00:00 AM","Carney, Monarch","7360","0","911","19223","30",
"25-003-22704-00-00","3/31/2008 12:00:00 AM","Carney, Monarch","7360","0","757","14902","31",
"25-003-22704-00-00","2/29/2008 12:00:00 AM","Carney, Monarch","7360","0","559","18496","29",
"25-003-22704-00-00","1/31/2008 12:00:00 AM","Carney, Monarch","7360","0","812","22607","31",
"25-003-22704-00-00","12/31/2007 12:00:00 AM","Carney, Monarch","7360","0","617","17210","31",
"25-003-22704-00-00","11/30/2007 12:00:00 AM","Carney, Monarch","7360","0","703","18785","30",
"25-003-22704-00-00","10/31/2007 12:00:00 AM","Carney, Monarch","6634","0","0","0","0",
"25-003-22704-00-00","9/30/2007 12:00:00 AM","Carney, Monarch","6634","0","0","0","0",

