"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25051215690000","LaMarsa Corp.","Demarest  3-32","Gas","Producing","Liberty","Trail Creek","37N-4E","32",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-051-21569-00-00","6/30/2025 12:00:00 AM","Swift, Sunburst","529","0","1007","0","30",
"25-051-21569-00-00","5/31/2025 12:00:00 AM","Swift, Sunburst","529","0","0","0","0",
"25-051-21569-00-00","4/30/2025 12:00:00 AM","Swift, Sunburst","529","0","0","0","0",
"25-051-21569-00-00","3/31/2025 12:00:00 AM","Swift, Sunburst","529","0","0","0","0",
"25-051-21569-00-00","2/28/2025 12:00:00 AM","Swift, Sunburst","529","0","0","0","0",
"25-051-21569-00-00","1/31/2025 12:00:00 AM","Swift, Sunburst","529","0","0","0","0",
"25-051-21569-00-00","12/31/2024 12:00:00 AM","Swift, Sunburst","529","0","0","0","0",
"25-051-21569-00-00","11/30/2024 12:00:00 AM","Swift, Sunburst","529","0","1","0","1",
"25-051-21569-00-00","10/31/2024 12:00:00 AM","Swift, Sunburst","529","0","0","0","0",
"25-051-21569-00-00","9/30/2024 12:00:00 AM","Swift, Sunburst","529","0","0","0","0",
"25-051-21569-00-00","8/31/2024 12:00:00 AM","Swift, Sunburst","529","0","0","0","0",
"25-051-21569-00-00","7/31/2024 12:00:00 AM","Swift, Sunburst","529","0","0","0","0",
"25-051-21569-00-00","6/30/2024 12:00:00 AM","Swift, Sunburst","529","0","0","0","0",
"25-051-21569-00-00","5/31/2024 12:00:00 AM","Swift, Sunburst","529","0","660","0","30",
"25-051-21569-00-00","4/30/2024 12:00:00 AM","Swift, Sunburst","529","0","614","0","30",
"25-051-21569-00-00","3/31/2024 12:00:00 AM","Swift, Sunburst","529","0","619","0","31",
"25-051-21569-00-00","2/29/2024 12:00:00 AM","Swift, Sunburst","529","0","572","0","29",
"25-051-21569-00-00","1/31/2024 12:00:00 AM","Swift, Sunburst","529","0","695","0","31",
"25-051-21569-00-00","12/31/2023 12:00:00 AM","Swift, Sunburst","529","0","714","0","31",
"25-051-21569-00-00","11/30/2023 12:00:00 AM","Swift, Sunburst","529","0","654","0","30",
