"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25003212600000","Fidelity Exploration & Production Co.","Dewey 3190  33D2/3","Coal Bed Methane","P&A - Approved","Big Horn","CX","9S-40E","31",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-003-21260-00-00","2/28/2013 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","1/31/2013 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","12/31/2012 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","11/30/2012 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","10/31/2012 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","9/30/2012 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","8/31/2012 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","7/31/2012 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","6/30/2012 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","5/31/2012 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","4/30/2012 12:00:00 AM","Dietz 2, Dietz 3","6245","0","61","0","3",
"25-003-21260-00-00","3/31/2012 12:00:00 AM","Dietz 2, Dietz 3","6245","0","965","0","31",
"25-003-21260-00-00","2/29/2012 12:00:00 AM","Dietz 2, Dietz 3","6245","0","1111","0","29",
"25-003-21260-00-00","1/31/2012 12:00:00 AM","Dietz 2, Dietz 3","6245","0","1123","0","31",
"25-003-21260-00-00","12/31/2011 12:00:00 AM","Dietz 2, Dietz 3","6245","0","1102","0","31",
"25-003-21260-00-00","11/30/2011 12:00:00 AM","Dietz 2, Dietz 3","6245","0","1059","0","23",
"25-003-21260-00-00","10/31/2011 12:00:00 AM","Dietz 2, Dietz 3","6245","0","209","0","4",
"25-003-21260-00-00","9/30/2011 12:00:00 AM","Dietz 2, Dietz 3","6245","0","1259","0","28",
"25-003-21260-00-00","8/31/2011 12:00:00 AM","Dietz 2, Dietz 3","6245","0","1827","0","31",
"25-003-21260-00-00","7/31/2011 12:00:00 AM","Dietz 2, Dietz 3","6245","0","1487","0","31",
"25-003-21260-00-00","6/30/2011 12:00:00 AM","Dietz 2, Dietz 3","6245","0","1380","0","30",
"25-003-21260-00-00","5/31/2011 12:00:00 AM","Dietz 2, Dietz 3","6245","0","1688","0","31",
"25-003-21260-00-00","4/30/2011 12:00:00 AM","Dietz 2, Dietz 3","6245","0","1777","0","29",
"25-003-21260-00-00","3/31/2011 12:00:00 AM","Dietz 2, Dietz 3","6245","0","2032","0","31",
"25-003-21260-00-00","2/28/2011 12:00:00 AM","Dietz 2, Dietz 3","6245","0","1807","0","28",
"25-003-21260-00-00","1/31/2011 12:00:00 AM","Dietz 2, Dietz 3","6245","0","2225","0","31",
"25-003-21260-00-00","12/31/2010 12:00:00 AM","Dietz 2, Dietz 3","6245","0","2915","0","31",
"25-003-21260-00-00","11/30/2010 12:00:00 AM","Dietz 2, Dietz 3","6245","0","2890","0","26",
"25-003-21260-00-00","10/31/2010 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","9/30/2010 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","8/31/2010 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","7/31/2010 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","6/30/2010 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","5/31/2010 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","4/30/2010 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","3/31/2010 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","2/28/2010 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","1/31/2010 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","12/31/2009 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","11/30/2009 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","10/31/2009 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","9/30/2009 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","8/31/2009 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","7/31/2009 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
"25-003-21260-00-00","6/30/2009 12:00:00 AM","Dietz 2, Dietz 3","6245","0","0","0","0",
