"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25073050810000","Hawley Oil Company","Copley  8","Oil","P&A - Approved","Pondera","Pondera","27N-4W","15",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-073-05081-00-00","2/28/1986 12:00:00 AM","Madison","2142","46","0","0","24",

