"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25085051600000","Empire State Oil Co.","CORNEJO 3","Oil","P&A - Approved","Roosevelt","Poplar, East","29N-51E","8",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-085-05160-00-00","7/31/2017 12:00:00 AM","Madison","605","0","0","0","0",

