"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25003050000000","McDermott, J. Ray","Crow Tribal  5","Dry Hole","P&A - Approved","Big Horn","Ash Creek","10S-38E","3",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-003-05000-00-00","2/28/1991 12:00:00 AM","Shannon","121","0","0","0","0",

