well_name,x,y,cluster,prob
25-009-21238-00-00,8.572191,6.3798046,2,0.7260126819945458
25-009-21257-00-00,7.261126,5.1903725,1,0.8935357099616256
25-009-21258-00-00,8.804687,4.639889,0,0.7447026376943776
25-009-21261-00-00,3.8470323,3.940369,1,1.0
25-009-21262-00-00,4.8980384,4.635218,1,1.0
25-009-21276-00-00,4.421418,3.404587,1,0.9821816636472291
25-009-21278-00-00,5.0217376,4.9376063,1,1.0
25-009-21294-00-00,11.060289,7.3795323,2,1.0
25-009-21297-00-00,7.0718565,2.7989373,0,1.0
25-009-21299-00-00,7.430515,3.1278915,0,1.0
25-009-21302-00-00,9.468754,6.1225853,2,1.0
25-009-57104-00-00,4.281657,7.300773,1,1.0
25-009-60035-00-00,4.236716,7.2039084,1,1.0
25-009-60069-00-00,11.314759,7.5361156,2,1.0
25-009-60074-00-00,11.06913,7.3930244,2,1.0
25-011-21369-00-00,9.249463,6.529183,2,0.650298077790911
25-011-21373-00-00,6.0664773,2.0588033,0,1.0
25-015-21527-00-00,4.976817,4.5167313,1,1.0
25-019-21058-00-00,6.5854154,2.2200167,0,1.0
25-019-21086-00-00,5.8597884,2.267321,0,0.9900953557030033
25-019-21095-00-00,4.368019,1.5911546,0,1.0
25-019-21096-00-00,9.191259,6.1436706,2,1.0
25-019-21097-00-00,6.047355,2.03939,0,1.0
25-019-21099-00-00,9.097534,5.802887,2,1.0
25-019-21102-00-00,3.9627364,3.3677428,1,1.0
25-019-21110-00-00,7.388998,2.8104234,0,1.0
25-019-21111-00-00,9.272121,5.898112,2,1.0
25-019-21114-00-00,6.0450606,2.0847442,0,1.0
25-019-21130-00-00,7.9573426,3.4514935,0,1.0
25-019-21131-00-00,6.8372173,2.477623,0,1.0
25-019-21132-00-00,6.4644213,2.2327328,0,1.0
25-019-21133-00-00,4.8426666,1.5860462,0,1.0
25-021-05023-00-00,11.090234,7.429158,2,1.0
25-021-05033-00-00,8.385023,3.904011,0,1.0
25-021-05042-00-00,9.985236,5.987166,2,1.0
25-021-05044-00-00,10.69685,8.91967,2,1.0
25-021-05047-00-00,7.657198,2.7689006,0,1.0
25-021-05048-00-00,11.031267,8.415335,2,1.0
25-021-05087-00-00,11.107807,7.9614987,2,1.0
25-021-05090-00-00,10.517153,8.703797,2,1.0
25-021-05091-00-00,4.2372603,1.7272196,0,1.0
25-021-05115-00-00,9.707842,7.8055587,2,0.8951110493737467
25-021-05135-00-00,8.721532,8.462969,2,1.0
25-021-05137-00-00,5.0014014,3.8327851,1,0.7424060462978639
25-021-05146-00-00,9.577509,7.9381504,2,0.9123941584109717
25-021-05227-00-00,7.849678,3.0094428,0,1.0
25-021-21001-00-00,8.624652,8.432359,2,1.0
25-021-21006-00-00,9.971073,8.337752,2,1.0
25-021-21025-00-00,4.6197186,1.5301218,0,1.0
25-021-21042-00-00,10.687905,8.343014,2,1.0
25-021-21069-00-00,6.1529756,5.0201497,1,1.0
25-021-21112-00-00,7.1930604,5.2410126,1,0.9933003532541882
25-021-21114-00-00,8.206713,7.715743,2,1.0
25-021-21116-00-00,4.55404,5.2402954,1,1.0
25-021-21120-00-00,10.838801,6.8367805,2,1.0
25-021-21126-00-00,6.4273515,2.2348688,0,1.0
25-021-21128-00-00,8.462969,6.203515,2,0.9007912792934978
25-021-21131-00-00,10.651206,7.799763,2,0.9260857856365438
25-021-21135-00-00,10.832368,7.3947916,2,1.0
25-021-21140-00-00,4.0503335,2.9325163,1,1.0
25-021-21144-00-00,11.0125,7.2922845,2,1.0
25-021-21145-00-00,8.452779,6.764046,-1,0.0
25-021-21152-00-00,10.745591,7.088952,2,1.0
25-021-21157-00-00,6.2696257,2.0249574,0,1.0
25-021-21158-00-00,10.147305,6.827078,2,0.7662542244768271
25-021-21160-00-00,10.304813,6.3689384,2,1.0
25-021-21163-00-00,9.282608,6.0217156,2,1.0
25-021-21168-00-00,10.970701,8.093605,2,1.0
25-021-21175-00-00,11.054944,7.1251216,2,1.0
25-021-21176-00-00,10.889568,7.0054708,2,1.0
25-021-21177-00-00,8.974283,5.9320807,2,1.0
25-021-21181-00-00,4.775077,6.3079114,1,1.0
25-021-21183-00-00,4.8708744,5.804662,1,1.0
25-021-21184-00-00,4.478207,8.532397,1,1.0
25-021-21193-00-00,5.3560634,7.237565,1,0.9394173936793245
25-021-21196-00-00,7.721646,3.389158,0,1.0
25-021-21199-00-00,10.3721285,6.886755,2,0.8940822771983956
25-021-21200-00-00,7.302299,5.5366197,1,1.0
25-025-05051-00-00,9.799002,6.948501,2,0.6412985108172108
25-025-05068-00-00,11.329399,8.766562,2,1.0
25-025-05158-00-00,11.036803,8.958721,2,1.0
25-025-05164-00-00,10.907152,7.209996,2,1.0
25-025-05226-00-00,5.2235556,6.5373034,1,1.0
25-025-05307-00-00,4.5265493,8.659,1,1.0
25-025-05322-00-00,8.580232,8.323287,2,1.0
25-025-05466-00-00,10.755463,8.541991,2,1.0
25-025-05468-00-00,11.200234,9.297401,2,1.0
25-025-05591-00-00,8.378566,8.106976,2,1.0
25-025-05695-00-00,9.293545,6.562693,2,0.6951192539427715
25-025-05698-00-00,11.433544,8.66877,2,1.0
25-025-21008-00-00,8.52083,8.238071,2,1.0
25-025-21021-00-00,4.1429505,1.7970369,0,1.0
25-025-21037-00-00,8.684738,8.164906,2,1.0
25-025-21039-00-00,11.292945,7.803994,2,1.0
25-025-21044-00-00,8.377956,8.732607,2,1.0
25-025-21054-00-00,10.8132,8.030757,2,1.0
25-025-21070-00-00,8.183518,3.687105,0,1.0
25-025-21073-00-00,11.224622,7.782684,2,1.0
25-025-21077-00-00,8.975695,8.645369,2,1.0
25-025-21153-00-00,10.107122,8.266644,2,1.0
25-025-21162-00-00,10.875883,8.996326,2,1.0
25-025-21169-00-00,10.761869,8.747112,2,1.0
25-025-21171-00-00,8.39149,8.728375,2,1.0
25-025-21172-00-00,4.5210924,8.181551,1,1.0
25-025-21202-00-00,7.1517057,2.7954721,0,1.0
25-025-21203-00-00,7.2046623,7.0939984,-1,0.0
25-025-21216-00-00,7.3113246,2.703631,0,1.0
25-025-21261-00-00,7.0813055,6.671851,-1,0.0
25-025-21273-00-00,10.288155,7.133876,2,0.6872422218592568
25-025-21276-00-00,9.655329,8.47425,2,1.0
25-025-21277-00-00,9.501832,8.215958,2,1.0
25-025-21278-00-00,8.458619,5.908578,2,1.0
25-025-21279-00-00,4.379002,7.0572968,1,1.0
25-025-21285-00-00,4.442791,7.550521,1,1.0
25-025-21292-00-00,9.2671,7.614478,2,0.7100196679962286
25-025-21293-00-00,11.209503,8.678281,2,1.0
25-025-21337-00-00,9.081428,7.2302327,2,0.6121497859795633
25-025-21341-00-00,9.34979,5.427573,-1,0.0
25-025-21343-00-00,10.855293,8.520495,2,1.0
25-025-21346-00-00,11.325186,9.129721,2,1.0
25-025-21350-00-00,8.490638,8.286472,2,1.0
25-025-21351-00-00,10.795011,8.982406,2,1.0
25-025-21352-00-00,4.650512,6.8856483,1,1.0
25-025-21353-00-00,7.884698,8.185829,2,0.6684922781875844
25-025-21354-00-00,6.955827,5.5225716,1,1.0
25-025-21358-00-00,10.8414755,8.122934,2,1.0
25-025-21360-00-00,7.9548416,8.021763,2,1.0
25-025-21361-00-00,4.997133,6.605431,1,1.0
25-025-21364-00-00,5.9795146,2.0692244,0,1.0
25-025-21374-00-00,7.932945,8.480123,-1,0.0
25-025-21375-00-00,8.372239,8.144733,2,1.0
25-025-21380-00-00,10.100447,8.157966,2,1.0
25-025-21400-00-00,8.232362,5.87554,2,0.6959705188554138
25-025-21401-00-00,8.404912,7.9054475,2,1.0
25-025-21403-00-00,8.157908,8.398128,2,1.0
25-025-21405-00-00,7.3524766,6.4286504,1,0.6613187946457393
25-025-21406-00-00,7.4743204,5.6019673,1,0.9835110234909715
25-025-21417-00-00,7.8513145,6.4103613,-1,0.0
25-025-21420-00-00,9.826664,6.617414,2,0.8315297250055759
25-025-21434-00-00,8.0625925,6.9022584,-1,0.0
25-025-21440-00-00,9.541691,6.000499,2,1.0
25-025-21462-00-00,9.650653,7.666452,2,0.6699827810959198
25-025-21463-00-00,6.6064687,5.742845,1,0.9796888034981269
25-025-21470-00-00,7.682358,6.0270185,1,0.7801133686185985
25-025-21471-00-00,8.519594,7.2966805,2,0.9788911933909256
25-025-21472-00-00,6.5946617,5.1465044,1,1.0
25-025-21486-00-00,4.9880767,7.132378,1,1.0
25-025-21489-00-00,8.664437,8.609743,2,1.0
25-025-21494-00-00,8.225038,7.830882,2,1.0
25-025-21497-00-00,9.099735,7.5184655,2,0.7718178218332663
25-025-21501-00-00,8.668617,5.8313565,2,1.0
25-025-21503-00-00,4.1120434,4.12519,1,1.0
25-025-21507-00-00,7.156139,2.92249,0,1.0
25-025-21508-00-00,7.437374,3.1059847,0,1.0
25-025-21510-00-00,8.654077,6.1294417,2,1.0
25-025-21514-00-00,5.6625805,2.1602597,0,1.0
25-025-21517-00-00,5.700669,5.1289096,1,1.0
25-025-21519-00-00,9.9009,6.2141643,2,1.0
25-025-21523-00-00,8.96008,6.059865,2,1.0
25-025-21527-00-00,7.3411083,5.7217174,1,0.8448498517723211
25-025-21532-00-00,9.219156,5.8572717,2,1.0
25-025-21533-00-00,7.4396567,3.401725,0,0.7801833323827733
25-025-21538-00-00,9.060508,6.02611,2,1.0
25-025-21541-00-00,7.988074,6.027149,1,0.6792993557954328
25-025-21543-00-00,4.996163,1.6123086,0,1.0
25-025-21549-00-00,8.505472,6.004398,2,1.0
25-025-21551-00-00,7.159351,5.47006,1,1.0
25-025-21553-00-00,4.95347,1.6102816,0,1.0
25-025-21554-00-00,6.734729,5.5328183,1,1.0
25-025-21555-00-00,6.617515,5.9553566,1,0.8866597205191633
25-025-21575-00-00,11.134281,7.1489735,2,1.0
25-025-21581-00-00,10.851082,8.547902,2,1.0
25-025-21584-00-00,11.120397,6.8577204,2,1.0
25-025-21587-00-00,5.793185,2.3472614,0,1.0
25-025-21589-00-00,8.498916,7.7930913,2,1.0
25-025-21591-00-00,8.10613,7.959635,2,1.0
25-025-21597-00-00,9.885528,8.3122,2,1.0
25-025-21643-00-00,5.3295937,2.2960057,0,0.8835441654356105
25-025-21644-00-00,10.338305,6.57586,2,1.0
25-025-21645-00-00,8.507739,6.55439,2,0.5955530848343054
25-025-21650-00-00,4.875234,1.5799276,0,1.0
25-025-21656-00-00,8.493656,5.9968314,2,1.0
25-025-21661-00-00,5.364303,2.239862,0,1.0
25-025-21662-00-00,5.3438244,2.2683249,0,0.9512369172409662
25-025-21672-00-00,10.444964,8.673429,2,1.0
25-025-21675-00-00,10.931772,6.900829,2,1.0
25-025-21679-00-00,5.8467684,5.420368,1,1.0
25-025-21693-00-00,7.2245994,3.0220041,0,1.0
25-025-21694-00-00,7.8197055,7.5624757,-1,0.0
25-025-21695-00-00,9.613603,8.616149,2,0.8660498091676735
25-025-21699-00-00,9.827817,7.6771564,2,0.758298055611796
25-025-21701-00-00,6.711359,5.7758636,1,0.8836278546610311
25-025-21714-00-00,4.266834,1.6787475,0,1.0
25-025-21718-00-00,10.213775,6.300052,2,1.0
25-025-21721-00-00,7.0478716,5.637774,1,1.0
25-025-21722-00-00,5.5969286,6.4371743,1,0.7015328181252863
25-025-21725-00-00,9.979188,6.1444116,2,1.0
25-025-21728-00-00,6.905685,5.3267665,1,1.0
25-025-21729-00-00,9.199781,7.8848104,2,0.7311994013458913
25-025-21761-00-00,6.1879287,5.139929,1,1.0
25-025-21762-00-00,4.4428444,7.4720917,1,1.0
25-025-21763-00-00,6.735424,5.398673,1,1.0
25-025-21765-00-00,4.0593977,3.2842412,1,0.9928249764092146
25-025-21766-00-00,7.9760146,7.858797,2,1.0
25-025-21768-00-00,7.9909377,6.2317643,1,0.7017733056964855
25-025-21775-00-00,9.718117,7.3298354,2,0.5995180318311255
25-025-21778-00-00,7.7835035,5.7796607,1,0.86218381106159
25-025-21779-00-00,5.4921317,2.4078476,0,1.0
25-025-21780-00-00,5.3981605,2.442404,0,0.8532807303239482
25-025-21781-00-00,9.416647,6.24149,2,1.0
25-025-21783-00-00,5.217626,2.8490093,-1,0.0
25-025-21784-00-00,8.289814,8.195301,2,1.0
25-025-21785-00-00,6.182849,2.2102711,0,1.0
25-025-21786-00-00,6.7294674,6.339285,-1,0.0
25-025-21794-00-00,8.789766,5.9435186,2,1.0
25-025-21799-00-00,5.4165163,2.3124716,0,1.0
25-025-21816-00-00,5.4280624,2.458226,0,0.8766633844359258
25-025-21820-00-00,5.682041,2.2903962,0,1.0
25-025-21821-00-00,5.3556023,2.5224633,0,0.7364500760887873
25-025-21822-00-00,5.406908,2.4512498,0,0.8504463043118524
25-025-21825-00-00,5.3108597,2.581682,0,0.7391363460841872
25-025-21826-00-00,4.914107,3.7270308,1,0.9780702194053982
25-025-21831-00-00,7.961618,3.5243473,0,1.0
25-025-21833-00-00,5.4522047,2.3186765,0,1.0
25-025-21841-00-00,5.5195346,2.0456781,0,1.0
25-025-21843-00-00,8.887246,7.691427,2,0.8020691717120108
25-025-21857-00-00,5.0328174,3.017,-1,0.0
25-025-21858-00-00,5.6195674,2.271682,0,1.0
25-025-21867-00-00,10.617353,7.3353124,2,1.0
25-025-21923-00-00,5.438181,2.812678,0,0.5892280058738132
25-025-21930-00-00,8.399533,9.748755,-1,0.0
25-025-21987-00-00,9.780211,8.068293,2,1.0
25-025-21989-00-00,10.463644,8.10134,2,1.0
25-025-21990-00-00,9.997654,7.143182,2,0.6601947430893811
25-025-21991-00-00,10.262058,8.035129,2,0.9775938928407322
25-025-22034-00-00,8.684047,7.969565,2,1.0
25-025-22035-00-00,8.791357,8.142961,2,1.0
25-025-22036-00-00,9.943755,7.4267397,2,0.7349023826509874
25-025-22105-00-00,5.302963,1.9279794,0,1.0
25-025-22106-00-00,4.6171403,3.083884,1,0.8383405188995394
25-025-22198-00-00,10.144138,8.596222,2,0.7524558437954744
25-025-22202-00-00,9.198267,7.405936,2,0.6358419049359235
25-025-22228-00-00,9.403131,8.183727,2,1.0
25-025-22236-00-00,9.767255,8.127552,2,1.0
25-025-22237-00-00,8.709167,8.655281,2,1.0
25-025-22238-00-00,8.455452,8.769983,2,1.0
25-025-22239-00-00,5.165594,2.7721102,0,0.529793850661816
25-025-22249-00-00,8.160589,7.9761043,2,1.0
25-025-22250-00-00,9.732111,7.8223224,2,0.9621616276255696
25-025-22252-00-00,8.929546,5.95802,2,1.0
25-025-22260-00-00,8.233901,8.294146,2,1.0
25-025-22261-00-00,10.057694,6.7492347,2,0.813469808285391
25-025-22272-00-00,7.2578993,7.7827,-1,0.0
25-025-22325-00-00,11.259698,8.470319,2,1.0
25-025-22326-00-00,8.567381,8.264482,2,1.0
25-025-22327-00-00,8.173572,8.233126,2,1.0
25-025-22328-00-00,8.61694,8.175779,2,1.0
25-025-22330-00-00,8.685235,8.096558,2,1.0
25-025-22334-00-00,9.068562,8.434988,2,1.0
25-025-22335-00-00,9.174476,8.428789,2,1.0
25-025-22336-00-00,10.282822,6.4378896,2,1.0
25-025-22337-00-00,8.654252,7.994067,2,1.0
25-025-22338-00-00,10.57593,8.727461,2,1.0
25-025-22348-00-00,8.427116,7.994428,2,1.0
25-025-22396-00-00,9.194096,8.220179,2,0.8763769998573405
25-025-22402-00-00,4.205866,3.1594248,1,1.0
25-025-22419-00-00,7.684445,6.7251368,-1,0.0
25-025-22421-00-00,10.904853,8.168278,2,1.0
25-025-22422-00-00,7.7848806,7.951811,2,0.6158265214238267
25-025-22423-00-00,10.995228,9.217866,2,0.8600567979809552
25-025-22424-00-00,8.616437,8.599392,2,1.0
25-025-22449-00-00,9.546891,7.648002,2,0.6293828667113824
25-025-22450-00-00,9.600738,8.337072,2,1.0
25-025-22451-00-00,10.242699,8.382284,2,0.9471181863987505
25-025-22493-00-00,8.500155,7.9697447,2,1.0
25-025-22510-00-00,10.788002,6.6488843,2,1.0
25-025-22517-00-00,11.082972,9.197699,2,1.0
25-025-22520-00-00,10.474766,6.697009,2,1.0
25-025-22522-00-00,7.839177,6.0121613,1,0.7809864552153768
25-025-22538-00-00,10.233892,6.542572,2,0.9166371869768714
25-025-22543-00-00,8.451515,6.167695,2,1.0
25-025-22665-00-00,4.899192,4.094335,1,0.7312442472271073
25-025-22666-00-00,5.589279,2.2543292,0,1.0
25-025-22918-00-00,10.339623,6.613138,2,1.0
25-025-22937-00-00,11.418122,8.04802,2,1.0
25-025-23019-00-00,9.673795,6.50121,2,0.7979218199263968
25-025-23045-00-00,4.9931407,1.5345203,0,1.0
25-025-23046-00-00,8.642546,8.5794735,2,1.0
25-025-23047-00-00,10.133047,7.827709,2,1.0
25-025-23048-00-00,8.512718,7.6836715,2,0.9875614142346684
25-025-23062-00-00,7.662373,5.6942058,1,0.8434806050988782
25-025-23063-00-00,8.801938,6.9955006,2,0.6016327715382702
25-025-23078-00-00,11.43724,8.599769,2,1.0
25-025-23079-00-00,10.486858,6.927206,2,0.8599356203184132
25-025-23080-00-00,9.698575,7.5627966,2,0.6692374438961101
25-025-23081-00-00,11.191548,8.921248,2,1.0
25-025-23082-00-00,11.017145,7.4663777,2,1.0
25-025-23083-00-00,11.556664,9.067569,2,1.0
25-025-23089-00-00,10.812102,6.609808,2,1.0
25-025-23091-00-00,5.9361696,1.9082743,0,1.0
25-025-23092-00-00,10.908495,7.098768,2,1.0
25-025-23095-00-00,10.8109665,6.62652,2,1.0
25-025-23097-00-00,11.17671,7.660657,2,1.0
25-025-23102-00-00,8.159705,3.7336042,0,1.0
25-025-23103-00-00,10.818299,6.612106,2,1.0
25-025-23110-00-00,7.374522,2.8828783,0,1.0
