"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25101227670000","Keesun Corporation","COLLIER  16-26","Gas","Shut In","Toole","Prairie Dell","34N-1W","26",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-101-22767-00-00","5/31/2025 12:00:00 AM","Bow Island, Sunburst","3719","0","0","0","31",
"25-101-22767-00-00","4/30/2025 12:00:00 AM","Bow Island, Sunburst","3719","0","6","0","30",
"25-101-22767-00-00","3/31/2025 12:00:00 AM","Bow Island, Sunburst","3719","0","0","0","31",
"25-101-22767-00-00","2/28/2025 12:00:00 AM","Bow Island, Sunburst","3719","0","0","0","28",
"25-101-22767-00-00","1/31/2025 12:00:00 AM","Bow Island, Sunburst","3719","0","0","0","31",
"25-101-22767-00-00","12/31/2024 12:00:00 AM","Bow Island, Sunburst","3719","0","0","0","31",
"25-101-22767-00-00","11/30/2024 12:00:00 AM","Bow Island, Sunburst","3719","0","0","0","30",
"25-101-22767-00-00","10/31/2024 12:00:00 AM","Bow Island, Sunburst","3719","0","0","0","31",
"25-101-22767-00-00","9/30/2024 12:00:00 AM","Bow Island, Sunburst","3719","0","0","0","30",
"25-101-22767-00-00","8/31/2024 12:00:00 AM","Bow Island, Sunburst","3719","0","0","0","31",
"25-101-22767-00-00","7/31/2024 12:00:00 AM","Bow Island, Sunburst","3719","0","0","0","31",
"25-101-22767-00-00","6/30/2024 12:00:00 AM","Bow Island, Sunburst","3719","0","0","0","30",
"25-101-22767-00-00","5/31/2024 12:00:00 AM","Bow Island, Sunburst","3719","0","0","0","31",
"25-101-22767-00-00","4/30/2024 12:00:00 AM","Bow Island, Sunburst","3719","0","0","0","0",
"25-101-22767-00-00","3/31/2024 12:00:00 AM","Bow Island, Sunburst","3719","0","0","0","0",
"25-101-22767-00-00","2/29/2024 12:00:00 AM","Bow Island, Sunburst","3719","0","0","0","29",
"25-101-22767-00-00","1/31/2024 12:00:00 AM","Bow Island, Sunburst","3719","0","0","0","31",
