"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25083217240000","Continental Resources Inc","Burgess  2-22","Oil","Producing","Richland","Nohly","26N-59E","22",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-083-21724-00-00","7/31/2025 12:00:00 AM","Ratcliffe, Mission Canyon","3371","277","248","514","31",
"25-083-21724-00-00","6/30/2025 12:00:00 AM","Ratcliffe, Mission Canyon","3371","290","240","505","30",
"25-083-21724-00-00","5/31/2025 12:00:00 AM","Ratcliffe, Mission Canyon","3371","243","208","494","27",
"25-083-21724-00-00","4/30/2025 12:00:00 AM","Ratcliffe, Mission Canyon","3371","305","240","540","30",
"25-083-21724-00-00","3/31/2025 12:00:00 AM","Ratcliffe, Mission Canyon","3371","206","240","460","31",
"25-083-21724-00-00","2/28/2025 12:00:00 AM","Ratcliffe, Mission Canyon","3371","250","224","473","28",
"25-083-21724-00-00","1/31/2025 12:00:00 AM","Ratcliffe, Mission Canyon","3371","289","250","537","31",
"25-083-21724-00-00","12/31/2024 12:00:00 AM","Ratcliffe, Mission Canyon","3371","266","308","706","31",
"25-083-21724-00-00","11/30/2024 12:00:00 AM","Ratcliffe, Mission Canyon","3371","266","363","674","30",
"25-083-21724-00-00","10/31/2024 12:00:00 AM","Ratcliffe, Mission Canyon","3371","310","403","550","31",
"25-083-21724-00-00","9/30/2024 12:00:00 AM","Ratcliffe, Mission Canyon","3371","300","390","560","30",
"25-083-21724-00-00","8/31/2024 12:00:00 AM","Ratcliffe, Mission Canyon","3371","419","403","751","31",
"25-083-21724-00-00","7/31/2024 12:00:00 AM","Ratcliffe, Mission Canyon","3371","154","154","267","17",
"25-083-21724-00-00","6/30/2024 12:00:00 AM","Ratcliffe, Mission Canyon","3371","357","300","624","30",
"25-083-21724-00-00","5/31/2024 12:00:00 AM","Ratcliffe, Mission Canyon","3371","353","291","549","31",
"25-083-21724-00-00","4/30/2024 12:00:00 AM","Ratcliffe, Mission Canyon","3371","230","260","440","30",
"25-083-21724-00-00","3/31/2024 12:00:00 AM","Ratcliffe, Mission Canyon","3371","301","279","468","31",
"25-083-21724-00-00","2/29/2024 12:00:00 AM","Ratcliffe, Mission Canyon","3371","276","242","460","29",
"25-083-21724-00-00","1/31/2024 12:00:00 AM","Ratcliffe, Mission Canyon","3371","119","179","335","21",
"25-083-21724-00-00","12/31/2023 12:00:00 AM","Ratcliffe, Mission Canyon","3371","270","279","487","31",
"25-083-21724-00-00","11/30/2023 12:00:00 AM","Ratcliffe, Mission Canyon","3371","265","270","460","30",
"25-083-21724-00-00","10/31/2023 12:00:00 AM","Ratcliffe, Mission Canyon","3371","276","367","488","31",
"25-083-21724-00-00","9/30/2023 12:00:00 AM","Ratcliffe, Mission Canyon","3371","272","390","478","30",
"25-083-21724-00-00","8/31/2023 12:00:00 AM","Ratcliffe, Mission Canyon","3371","265","253","534","31",
"25-083-21724-00-00","7/31/2023 12:00:00 AM","Ratcliffe, Mission Canyon","3371","255","248","456","31",
"25-083-21724-00-00","6/30/2023 12:00:00 AM","Ratcliffe, Mission Canyon","3371","275","240","483","30",
"25-083-21724-00-00","5/31/2023 12:00:00 AM","Ratcliffe, Mission Canyon","3371","260","208","515","26",
"25-083-21724-00-00","4/30/2023 12:00:00 AM","Ratcliffe, Mission Canyon","3371","275","238","488","30",
"25-083-21724-00-00","3/31/2023 12:00:00 AM","Ratcliffe, Mission Canyon","3371","298","248","509","31",
"25-083-21724-00-00","2/28/2023 12:00:00 AM","Ratcliffe, Mission Canyon","3371","338","216","510","28",
"25-083-21724-00-00","1/31/2023 12:00:00 AM","Ratcliffe, Mission Canyon","3371","333","216","681","27",
"25-083-21724-00-00","12/31/2022 12:00:00 AM","Ratcliffe, Mission Canyon","3371","176","158","358","20",
"25-083-21724-00-00","11/30/2022 12:00:00 AM","Ratcliffe, Mission Canyon","3371","273","240","421","30",
"25-083-21724-00-00","10/31/2022 12:00:00 AM","Ratcliffe, Mission Canyon","3371","272","248","550","31",
"25-083-21724-00-00","9/30/2022 12:00:00 AM","Ratcliffe, Mission Canyon","3371","259","240","462","30",
"25-083-21724-00-00","8/31/2022 12:00:00 AM","Ratcliffe, Mission Canyon","3371","292","240","518","30",
"25-083-21724-00-00","7/31/2022 12:00:00 AM","Ratcliffe, Mission Canyon","3371","274","248","503","31",
"25-083-21724-00-00","6/30/2022 12:00:00 AM","Ratcliffe, Mission Canyon","3371","282","240","538","30",
"25-083-21724-00-00","5/31/2022 12:00:00 AM","Ratcliffe, Mission Canyon","3371","277","248","515","31",
"25-083-21724-00-00","4/30/2022 12:00:00 AM","Ratcliffe, Mission Canyon","3371","311","201","563","27",
"25-083-21724-00-00","3/31/2022 12:00:00 AM","Ratcliffe, Mission Canyon","3371","310","248","543","31",
"25-083-21724-00-00","2/28/2022 12:00:00 AM","Ratcliffe, Mission Canyon","3371","266","224","448","28",
"25-083-21724-00-00","1/31/2022 12:00:00 AM","Ratcliffe, Mission Canyon","3371","305","232","365","30",
"25-083-21724-00-00","12/31/2021 12:00:00 AM","Ratcliffe, Mission Canyon","3371","309","248","310","31",
"25-083-21724-00-00","11/30/2021 12:00:00 AM","Ratcliffe, Mission Canyon","3371","291","240","536","30",
"25-083-21724-00-00","10/31/2021 12:00:00 AM","Ratcliffe, Mission Canyon","3371","306","248","533","31",
"25-083-21724-00-00","9/30/2021 12:00:00 AM","Ratcliffe, Mission Canyon","3371","309","240","530","30",
"25-083-21724-00-00","8/31/2021 12:00:00 AM","Ratcliffe, Mission Canyon","3371","321","248","568","31",
"25-083-21724-00-00","7/31/2021 12:00:00 AM","Ratcliffe, Mission Canyon","3371","306","240","552","31",
"25-083-21724-00-00","6/30/2021 12:00:00 AM","Ratcliffe, Mission Canyon","3371","302","240","543","30",
"25-083-21724-00-00","5/31/2021 12:00:00 AM","Ratcliffe, Mission Canyon","3371","363","248","593","31",
"25-083-21724-00-00","4/30/2021 12:00:00 AM","Ratcliffe, Mission Canyon","3371","314","238","587","30",
"25-083-21724-00-00","3/31/2021 12:00:00 AM","Ratcliffe, Mission Canyon","3371","300","210","463","23",
"25-083-21724-00-00","2/28/2021 12:00:00 AM","Ratcliffe, Mission Canyon","3371","277","280","475","28",
"25-083-21724-00-00","1/31/2021 12:00:00 AM","Ratcliffe, Mission Canyon","3371","327","310","513","31",
"25-083-21724-00-00","12/31/2020 12:00:00 AM","Ratcliffe, Mission Canyon","3371","280","310","562","31",
"25-083-21724-00-00","11/30/2020 12:00:00 AM","Ratcliffe, Mission Canyon","3371","299","300","532","30",
"25-083-21724-00-00","10/31/2020 12:00:00 AM","Ratcliffe, Mission Canyon","3371","348","310","522","31",
"25-083-21724-00-00","9/30/2020 12:00:00 AM","Ratcliffe, Mission Canyon","3371","342","300","515","30",
"25-083-21724-00-00","8/31/2020 12:00:00 AM","Ratcliffe, Mission Canyon","3371","370","310","568","31",
"25-083-21724-00-00","7/31/2020 12:00:00 AM","Ratcliffe, Mission Canyon","3371","463","310","713","31",
"25-083-21724-00-00","6/30/2020 12:00:00 AM","Ratcliffe, Mission Canyon","3371","173","108","470","9",
"25-083-21724-00-00","5/31/2020 12:00:00 AM","Ratcliffe, Mission Canyon","3371","0","0","0","0",
"25-083-21724-00-00","4/30/2020 12:00:00 AM","Ratcliffe, Mission Canyon","3371","180","150","332","19",
