"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25083215910000","Empire North Dakota LLC","Curtis Hunter  1-14","Oil","Shut In","Richland","Fairview","25N-58E","14",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-083-21591-00-00","6/30/2025 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","0","0","1",
"25-083-21591-00-00","5/31/2025 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","7","0","1",
"25-083-21591-00-00","4/30/2025 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","7","0","1",
"25-083-21591-00-00","3/31/2025 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","0","0","0",
"25-083-21591-00-00","2/28/2025 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","0","0","0",
"25-083-21591-00-00","12/31/2024 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","0","0","0",
"25-083-21591-00-00","11/30/2024 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","0","0","0",
"25-083-21591-00-00","10/31/2024 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","0","0","0",
"25-083-21591-00-00","9/30/2024 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","0","0","0",
"25-083-21591-00-00","8/31/2024 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","0","0","0",
"25-083-21591-00-00","7/31/2024 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","0","0","0",
"25-083-21591-00-00","6/30/2024 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","0","0","0",
"25-083-21591-00-00","5/31/2024 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","0","0","0",
"25-083-21591-00-00","4/30/2024 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","0","0","0",
"25-083-21591-00-00","3/31/2024 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","7","11","1",
"25-083-21591-00-00","2/29/2024 12:00:00 AM","Ratcliffe, Mission Canyon","497","37","14","169","2",
"25-083-21591-00-00","1/31/2024 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","0","0","0",
"25-083-21591-00-00","12/31/2023 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","0","0","0",
"25-083-21591-00-00","11/30/2023 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","0","0","0",
"25-083-21591-00-00","10/31/2023 12:00:00 AM","Ratcliffe, Mission Canyon","497","0","0","0","0",
"25-083-21591-00-00","9/30/2023 12:00:00 AM","Ratcliffe, Mission Canyon","497","47","63","42","9",
"25-083-21591-00-00","8/31/2023 12:00:00 AM","Ratcliffe, Mission Canyon","497","149","133","122","19",
"25-083-21591-00-00","7/31/2023 12:00:00 AM","Ratcliffe, Mission Canyon","497","304","175","219","25",
"25-083-21591-00-00","6/30/2023 12:00:00 AM","Ratcliffe, Mission Canyon","497","50","70","50","10",
"25-083-21591-00-00","5/31/2023 12:00:00 AM","Ratcliffe, Mission Canyon","497","140","105","89","15",
"25-083-21591-00-00","4/30/2023 12:00:00 AM","Ratcliffe, Mission Canyon","497","168","105","279","15",
"25-083-21591-00-00","3/31/2023 12:00:00 AM","Ratcliffe, Mission Canyon","497","128","119","325","17",
"25-083-21591-00-00","2/28/2023 12:00:00 AM","Ratcliffe, Mission Canyon","497","175","98","118","14",
"25-083-21591-00-00","1/31/2023 12:00:00 AM","Ratcliffe, Mission Canyon","497","458","217","210","31",
"25-083-21591-00-00","12/31/2022 12:00:00 AM","Ratcliffe, Mission Canyon","497","390","168","152","24",
"25-083-21591-00-00","11/30/2022 12:00:00 AM","Ratcliffe, Mission Canyon","497","410","203","215","29",
"25-083-21591-00-00","10/31/2022 12:00:00 AM","Ratcliffe, Mission Canyon","497","349","161","286","23",
"25-083-21591-00-00","9/30/2022 12:00:00 AM","Ratcliffe, Mission Canyon","497","388","210","175","30",
"25-083-21591-00-00","8/31/2022 12:00:00 AM","Ratcliffe, Mission Canyon","497","415","217","183","31",
"25-083-21591-00-00","7/31/2022 12:00:00 AM","Ratcliffe, Mission Canyon","497","447","217","284","31",
"25-083-21591-00-00","6/30/2022 12:00:00 AM","Ratcliffe, Mission Canyon","497","336","98","195","14",
"25-083-21591-00-00","5/31/2022 12:00:00 AM","Ratcliffe, Mission Canyon","497","494","210","265","30",
"25-083-21591-00-00","4/30/2022 12:00:00 AM","Ratcliffe, Mission Canyon","497","266","161","304","23",
"25-083-21591-00-00","3/31/2022 12:00:00 AM","Ratcliffe, Mission Canyon","497","420","217","212","31",
"25-083-21591-00-00","2/28/2022 12:00:00 AM","Ratcliffe, Mission Canyon","497","382","196","173","28",
"25-083-21591-00-00","1/31/2022 12:00:00 AM","Ratcliffe, Mission Canyon","497","403","196","295","28",
"25-083-21591-00-00","12/31/2021 12:00:00 AM","Ratcliffe, Mission Canyon","497","450","203","265","29",
"25-083-21591-00-00","11/30/2021 12:00:00 AM","Ratcliffe, Mission Canyon","497","330","105","163","15",
"25-083-21591-00-00","10/31/2021 12:00:00 AM","Ratcliffe, Mission Canyon","497","436","203","287","29",
"25-083-21591-00-00","9/30/2021 12:00:00 AM","Ratcliffe, Mission Canyon","497","439","203","239","29",
"25-083-21591-00-00","8/31/2021 12:00:00 AM","Ratcliffe, Mission Canyon","497","514","210","265","30",
"25-083-21591-00-00","7/31/2021 12:00:00 AM","Ratcliffe, Mission Canyon","497","468","203","215","29",
"25-083-21591-00-00","6/30/2021 12:00:00 AM","Ratcliffe, Mission Canyon","497","771","210","326","30",
"25-083-21591-00-00","5/31/2021 12:00:00 AM","Ratcliffe, Mission Canyon","497","599","210","439","30",
"25-083-21591-00-00","4/30/2021 12:00:00 AM","Ratcliffe, Mission Canyon","497","264","56","230","8",
