"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25035056640000","Union Oil Company Of California","Barrington  1","Oil","P&A - Approved","Glacier","Cut Bank","33N-5W","19",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-035-05664-00-00","11/30/2005 12:00:00 AM","Cut Bank","1987","0","0","0","0",

