"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25101220560000","A. B. Energy LLC","Clarkson  6-17","Gas","Producing","Toole","Kevin-Sunburst","34N-2W","17",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-101-22056-00-00","7/31/2025 12:00:00 AM","Bow Island, Dakota","422","0","57","0","31",
"25-101-22056-00-00","6/30/2025 12:00:00 AM","Bow Island, Dakota","422","0","53","0","30",
"25-101-22056-00-00","5/31/2025 12:00:00 AM","Bow Island, Dakota","422","0","57","0","31",
"25-101-22056-00-00","4/30/2025 12:00:00 AM","Bow Island, Dakota","422","0","55","0","30",
"25-101-22056-00-00","3/31/2025 12:00:00 AM","Bow Island, Dakota","422","0","57","0","31",
"25-101-22056-00-00","2/28/2025 12:00:00 AM","Bow Island, Dakota","422","0","41","0","28",
"25-101-22056-00-00","1/31/2025 12:00:00 AM","Bow Island, Dakota","422","0","57","0","31",
"25-101-22056-00-00","12/31/2024 12:00:00 AM","Bow Island, Dakota","422","0","59","0","31",
"25-101-22056-00-00","11/30/2024 12:00:00 AM","Bow Island, Dakota","422","0","59","0","30",
"25-101-22056-00-00","10/31/2024 12:00:00 AM","Bow Island, Dakota","422","0","61","0","31",
"25-101-22056-00-00","9/30/2024 12:00:00 AM","Bow Island, Dakota","422","0","60","0","30",
"25-101-22056-00-00","8/31/2024 12:00:00 AM","Bow Island, Dakota","422","0","63","0","31",
"25-101-22056-00-00","7/31/2024 12:00:00 AM","Bow Island, Dakota","422","0","59","0","31",
"25-101-22056-00-00","6/30/2024 12:00:00 AM","Bow Island, Dakota","422","0","57","0","30",
"25-101-22056-00-00","5/31/2024 12:00:00 AM","Bow Island, Dakota","422","0","54","0","31",
"25-101-22056-00-00","4/30/2024 12:00:00 AM","Bow Island, Dakota","422","0","54","0","30",
"25-101-22056-00-00","3/31/2024 12:00:00 AM","Bow Island, Dakota","422","0","55","0","30",
"25-101-22056-00-00","2/29/2024 12:00:00 AM","Bow Island, Dakota","422","0","54","0","30",
"25-101-22056-00-00","1/31/2024 12:00:00 AM","Bow Island, Dakota","422","0","62","0","30",
"25-101-22056-00-00","12/31/2023 12:00:00 AM","Bow Island, Dakota","422","0","49","0","30",
"25-101-22056-00-00","11/30/2023 12:00:00 AM","Bow Island, Dakota","422","0","51","0","30",
"25-101-22056-00-00","10/31/2023 12:00:00 AM","Bow Island, Dakota","422","0","53","0","30",
"25-101-22056-00-00","9/30/2023 12:00:00 AM","Bow Island, Dakota","422","0","49","0","30",
"25-101-22056-00-00","8/31/2023 12:00:00 AM","Bow Island, Dakota","422","0","54","0","30",
"25-101-22056-00-00","7/31/2023 12:00:00 AM","Bow Island, Dakota","422","0","38","0","30",
"25-101-22056-00-00","6/30/2023 12:00:00 AM","Bow Island, Dakota","422","0","53","0","30",
"25-101-22056-00-00","5/31/2023 12:00:00 AM","Bow Island, Dakota","422","0","53","0","30",
"25-101-22056-00-00","4/30/2023 12:00:00 AM","Bow Island, Dakota","422","0","7","0","30",
"25-101-22056-00-00","3/31/2023 12:00:00 AM","Bow Island, Dakota","422","0","27","0","30",
"25-101-22056-00-00","2/28/2023 12:00:00 AM","Bow Island, Dakota","422","0","27","0","30",
"25-101-22056-00-00","1/31/2023 12:00:00 AM","Bow Island, Dakota","422","0","33","0","30",
"25-101-22056-00-00","12/31/2022 12:00:00 AM","Bow Island, Dakota","422","0","31","0","30",
"25-101-22056-00-00","11/30/2022 12:00:00 AM","Bow Island, Dakota","422","0","33","0","30",
"25-101-22056-00-00","10/31/2022 12:00:00 AM","Bow Island, Dakota","422","0","46","0","30",
"25-101-22056-00-00","9/30/2022 12:00:00 AM","Bow Island, Dakota","422","0","60","0","30",
"25-101-22056-00-00","8/31/2022 12:00:00 AM","Bow Island, Dakota","422","0","56","0","30",
"25-101-22056-00-00","7/31/2022 12:00:00 AM","Bow Island, Dakota","422","0","50","0","30",
"25-101-22056-00-00","6/30/2022 12:00:00 AM","Bow Island, Dakota","422","0","53","0","30",
"25-101-22056-00-00","5/31/2022 12:00:00 AM","Bow Island, Dakota","422","0","56","0","30",
"25-101-22056-00-00","4/30/2022 12:00:00 AM","Bow Island, Dakota","422","0","48","0","30",
"25-101-22056-00-00","3/31/2022 12:00:00 AM","Bow Island, Dakota","422","0","51","0","30",
"25-101-22056-00-00","2/28/2022 12:00:00 AM","Bow Island, Dakota","422","0","51","0","30",
"25-101-22056-00-00","1/31/2022 12:00:00 AM","Bow Island, Dakota","422","0","37","0","30",
"25-101-22056-00-00","12/31/2021 12:00:00 AM","Bow Island, Dakota","422","0","82","0","30",
"25-101-22056-00-00","11/30/2021 12:00:00 AM","Bow Island, Dakota","422","0","0","0","0",
"25-101-22056-00-00","10/31/2021 12:00:00 AM","Bow Island, Dakota","422","0","37","0","30",
"25-101-22056-00-00","8/31/2021 12:00:00 AM","Bow Island, Dakota","422","0","60","0","30",
"25-101-22056-00-00","7/31/2021 12:00:00 AM","Bow Island, Dakota","422","0","55","0","30",
"25-101-22056-00-00","6/30/2021 12:00:00 AM","Bow Island, Dakota","422","0","50","0","30",
