"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25087216120000","Cline Production Company","30-12R","Water Source","Completed","Rosebud","Rattler Butte","12N-33E","30",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-087-21612-00-00","5/31/2025 12:00:00 AM","Cat Creek, Third","9095","0","0","4495","31",
"25-087-21612-00-00","4/30/2025 12:00:00 AM","Cat Creek, Third","9095","0","0","4350","30",
"25-087-21612-00-00","3/31/2025 12:00:00 AM","Cat Creek, Third","9095","0","0","4960","31",
"25-087-21612-00-00","2/28/2025 12:00:00 AM","Cat Creek, Third","9095","0","0","4200","28",
"25-087-21612-00-00","1/31/2025 12:00:00 AM","Cat Creek, Third","9095","0","0","4960","31",
"25-087-21612-00-00","12/31/2024 12:00:00 AM","Cat Creek, Third","9095","0","0","0","0",
"25-087-21612-00-00","11/30/2024 12:00:00 AM","Cat Creek, Third","9095","0","0","0","0",
"25-087-21612-00-00","10/31/2024 12:00:00 AM","Cat Creek, Third","9095","0","0","0","0",
"25-087-21612-00-00","9/30/2024 12:00:00 AM","Cat Creek, Third","9095","0","0","0","0",
"25-087-21612-00-00","8/31/2024 12:00:00 AM","Cat Creek, Third","9095","0","0","0","0",
"25-087-21612-00-00","7/31/2024 12:00:00 AM","Cat Creek, Third","9095","0","0","0","0",
"25-087-21612-00-00","6/30/2024 12:00:00 AM","Cat Creek, Third","9095","0","0","0","0",
"25-087-21612-00-00","5/31/2024 12:00:00 AM","Cat Creek, Third","9095","0","0","0","0",
"25-087-21612-00-00","4/30/2024 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","3/31/2024 12:00:00 AM","Cat Creek, Third","4672","0","0","1610","5",
"25-087-21612-00-00","2/29/2024 12:00:00 AM","Cat Creek, Third","4672","0","0","280","2",
"25-087-21612-00-00","1/31/2024 12:00:00 AM","Cat Creek, Third","4672","0","0","130","4",
"25-087-21612-00-00","12/31/2023 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","11/30/2023 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","10/31/2023 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","9/30/2023 12:00:00 AM","Cat Creek, Third","4672","0","0","4200","30",
"25-087-21612-00-00","8/31/2023 12:00:00 AM","Cat Creek, Third","4672","0","0","3780","31",
"25-087-21612-00-00","7/31/2023 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","6/30/2023 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","5/31/2023 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","4/30/2023 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","3/31/2023 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","2/28/2023 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","1/31/2023 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","12/31/2022 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","11/30/2022 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","10/31/2022 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","9/30/2022 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","8/31/2022 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","7/31/2022 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","6/30/2022 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","5/31/2022 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","4/30/2022 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","3/31/2022 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","2/28/2022 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","1/31/2022 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","12/31/2021 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","11/30/2021 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","10/31/2021 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","9/30/2021 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","8/31/2021 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","7/31/2021 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","6/30/2021 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","5/31/2021 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","4/30/2021 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","3/31/2021 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","2/28/2021 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","1/31/2021 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","12/31/2020 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","11/30/2020 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","10/31/2020 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","9/30/2020 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","8/31/2020 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","7/31/2020 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","6/30/2020 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","5/31/2020 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","4/30/2020 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","3/31/2020 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","2/29/2020 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","1/31/2020 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","12/31/2019 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","11/30/2019 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","10/31/2019 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","9/30/2019 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","8/31/2019 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","7/31/2019 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","6/30/2019 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","5/31/2019 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","4/30/2019 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","3/31/2019 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","2/28/2019 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","1/31/2019 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","12/31/2018 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","11/30/2018 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","10/31/2018 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","9/30/2018 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","8/31/2018 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","7/31/2018 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","6/30/2018 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","5/31/2018 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","4/30/2018 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","3/31/2018 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","2/28/2018 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","1/31/2018 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","12/31/2017 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","11/30/2017 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","10/31/2017 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","9/30/2017 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","8/31/2017 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","7/31/2017 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","6/30/2017 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","5/31/2017 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","4/30/2017 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","3/31/2017 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","2/28/2017 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","1/31/2017 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","12/31/2016 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","11/30/2016 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","10/31/2016 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","9/30/2016 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","8/31/2016 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","7/31/2016 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","6/30/2016 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","5/31/2016 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","4/30/2016 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","3/31/2016 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","2/29/2016 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","1/31/2016 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","12/31/2015 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","11/30/2015 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","10/31/2015 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","9/30/2015 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","8/31/2015 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","7/31/2015 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","6/30/2015 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","5/31/2015 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","4/30/2015 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","3/31/2015 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
"25-087-21612-00-00","2/28/2015 12:00:00 AM","Cat Creek, Third","4672","0","0","0","0",
