"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25101238190000","A. B. Energy LLC","Atkins  17-13","Gas","Producing","Toole","Prairie Dell","33N-2W","17",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-101-23819-00-00","7/31/2025 12:00:00 AM","Bow Island, Sunburst","5576","0","153","0","31",
"25-101-23819-00-00","6/30/2025 12:00:00 AM","Bow Island, Sunburst","5576","0","146","0","30",
"25-101-23819-00-00","5/31/2025 12:00:00 AM","Bow Island, Sunburst","5576","0","156","0","31",
"25-101-23819-00-00","4/30/2025 12:00:00 AM","Bow Island, Sunburst","5576","0","137","0","30",
"25-101-23819-00-00","3/31/2025 12:00:00 AM","Bow Island, Sunburst","5576","0","36","0","31",
"25-101-23819-00-00","2/28/2025 12:00:00 AM","Bow Island, Sunburst","5576","0","55","0","28",
"25-101-23819-00-00","1/31/2025 12:00:00 AM","Bow Island, Sunburst","5576","0","66","0","31",
"25-101-23819-00-00","12/31/2024 12:00:00 AM","Bow Island, Sunburst","5576","0","109","0","31",
"25-101-23819-00-00","11/30/2024 12:00:00 AM","Bow Island, Sunburst","5576","0","110","0","30",
"25-101-23819-00-00","10/31/2024 12:00:00 AM","Bow Island, Sunburst","5576","0","122","0","31",
"25-101-23819-00-00","9/30/2024 12:00:00 AM","Bow Island, Sunburst","5576","0","117","0","30",
"25-101-23819-00-00","8/31/2024 12:00:00 AM","Bow Island, Sunburst","5576","0","125","0","31",
"25-101-23819-00-00","7/31/2024 12:00:00 AM","Bow Island, Sunburst","5576","0","99","0","31",
"25-101-23819-00-00","6/30/2024 12:00:00 AM","Bow Island, Sunburst","5576","0","38","0","30",
"25-101-23819-00-00","5/31/2024 12:00:00 AM","Bow Island, Sunburst","5576","0","46","0","31",
"25-101-23819-00-00","4/30/2024 12:00:00 AM","Bow Island, Sunburst","5576","0","58","0","30",
"25-101-23819-00-00","3/31/2024 12:00:00 AM","Bow Island, Sunburst","5576","0","59","0","30",
"25-101-23819-00-00","2/29/2024 12:00:00 AM","Bow Island, Sunburst","5576","0","77","0","30",
"25-101-23819-00-00","1/31/2024 12:00:00 AM","Bow Island, Sunburst","5576","0","81","0","30",
"25-101-23819-00-00","12/31/2023 12:00:00 AM","Bow Island, Sunburst","5576","0","79","0","30",
"25-101-23819-00-00","11/30/2023 12:00:00 AM","Bow Island, Sunburst","5576","0","76","0","30",
"25-101-23819-00-00","10/31/2023 12:00:00 AM","Bow Island, Sunburst","5576","0","74","0","30",
"25-101-23819-00-00","9/30/2023 12:00:00 AM","Bow Island, Sunburst","5576","0","70","0","30",
"25-101-23819-00-00","8/31/2023 12:00:00 AM","Bow Island, Sunburst","5576","0","83","0","30",
"25-101-23819-00-00","7/31/2023 12:00:00 AM","Bow Island, Sunburst","5576","0","83","0","30",
"25-101-23819-00-00","6/30/2023 12:00:00 AM","Bow Island, Sunburst","5576","0","77","0","30",
"25-101-23819-00-00","5/31/2023 12:00:00 AM","Bow Island, Sunburst","5576","0","77","0","30",
