"API_WellNo","CoName","Well_Nm","Well_Type","Wl_Status","County","Field","WH_TR","WH_Sec",
"25091217120000","WY Basin Operating LLC","Anderson  7","Oil","Shut In","Sheridan","Flat Lake","37N-58E","6",

"API_WellNo","RptDate","Formation","Lease_Unit","BBLS_OIL_COND","MCF_GAS","BBLS_WTR","DAYS_PROD",
"25-091-21712-00-00","6/30/2025 12:00:00 AM","Red River, Nisku","5275","0","0","0","0",
"25-091-21712-00-00","5/31/2025 12:00:00 AM","Red River, Nisku","5275","0","0","0","0",
"25-091-21712-00-00","4/30/2025 12:00:00 AM","Red River, Nisku","5275","0","0","0","0",
"25-091-21712-00-00","3/31/2025 12:00:00 AM","Red River, Nisku","5275","0","0","0","0",
"25-091-21712-00-00","2/28/2025 12:00:00 AM","Red River, Nisku","5275","0","0","0","0",
"25-091-21712-00-00","1/31/2025 12:00:00 AM","Red River, Nisku","5275","0","0","0","0",
"25-091-21712-00-00","12/31/2024 12:00:00 AM","Red River, Nisku","5275","0","0","0","0",
"25-091-21712-00-00","11/30/2024 12:00:00 AM","Red River, Nisku","5275","0","0","0","0",
"25-091-21712-00-00","10/31/2024 12:00:00 AM","Red River, Nisku","5275","0","0","0","0",
"25-091-21712-00-00","9/30/2024 12:00:00 AM","Red River, Nisku","5275","45","0","0","0",
"25-091-21712-00-00","8/31/2024 12:00:00 AM","Red River, Nisku","5275","0","0","0","0",
"25-091-21712-00-00","7/31/2024 12:00:00 AM","Red River, Nisku","5275","0","0","0","0",
"25-091-21712-00-00","6/30/2024 12:00:00 AM","Red River, Nisku","5275","0","0","0","0",
"25-091-21712-00-00","5/31/2024 12:00:00 AM","Red River, Nisku","5275","75","0","2389","9",
"25-091-21712-00-00","4/30/2024 12:00:00 AM","Red River, Nisku","5275","304","0","8518","30",
"25-091-21712-00-00","3/31/2024 12:00:00 AM","Red River, Nisku","5275","245","0","7686","30",
"25-091-21712-00-00","2/29/2024 12:00:00 AM","Red River, Nisku","5275","208","0","7479","29",
"25-091-21712-00-00","1/31/2024 12:00:00 AM","Red River, Nisku","5275","218","0","8067","30",
"25-091-21712-00-00","12/31/2023 12:00:00 AM","Red River, Nisku","5275","240","0","8315","31",
"25-091-21712-00-00","11/30/2023 12:00:00 AM","Red River, Nisku","5275","243","0","7779","30",
"25-091-21712-00-00","10/31/2023 12:00:00 AM","Red River, Nisku","5275","215","0","6856","31",
"25-091-21712-00-00","9/30/2023 12:00:00 AM","Red River, Nisku","5275","245","0","7354","30",
"25-091-21712-00-00","8/31/2023 12:00:00 AM","Red River, Nisku","5275","199","0","6878","26",
"25-091-21712-00-00","7/31/2023 12:00:00 AM","Red River, Nisku","5275","224","0","8539","31",
"25-091-21712-00-00","6/30/2023 12:00:00 AM","Red River, Nisku","5275","167","0","6267","29",
"25-091-21712-00-00","5/31/2023 12:00:00 AM","Red River, Nisku","5275","307","0","7059","25",
"25-091-21712-00-00","4/30/2023 12:00:00 AM","Red River, Nisku","5275","277","0","8972","30",
"25-091-21712-00-00","3/31/2023 12:00:00 AM","Red River, Nisku","5275","413","0","9343","31",
"25-091-21712-00-00","2/28/2023 12:00:00 AM","Red River, Nisku","5275","163","0","4260","12",
"25-091-21712-00-00","1/31/2023 12:00:00 AM","Red River, Nisku","5275","0","0","0","0",
"25-091-21712-00-00","12/31/2022 12:00:00 AM","Red River, Nisku","5275","207","0","5175","17",
"25-091-21712-00-00","11/30/2022 12:00:00 AM","Red River, Nisku","5275","366","0","10293","30",
"25-091-21712-00-00","10/31/2022 12:00:00 AM","Red River, Nisku","5275","176","0","3857","13",
"25-091-21712-00-00","9/30/2022 12:00:00 AM","Red River, Nisku","5275","0","0","0","0",
"25-091-21712-00-00","8/31/2022 12:00:00 AM","Red River, Nisku","5275","4","0","87","1",
"25-091-21712-00-00","7/31/2022 12:00:00 AM","Red River, Nisku","5275","0","0","0","0",
"25-091-21712-00-00","6/30/2022 12:00:00 AM","Red River, Nisku","5275","0","0","0","0",
"25-091-21712-00-00","5/31/2022 12:00:00 AM","Red River, Nisku","5275","282","0","5665","23",
"25-091-21712-00-00","4/30/2022 12:00:00 AM","Red River, Nisku","5275","224","0","4689","18",
"25-091-21712-00-00","3/31/2022 12:00:00 AM","Red River, Nisku","5275","412","0","8297","31",
"25-091-21712-00-00","2/28/2022 12:00:00 AM","Red River, Nisku","5275","236","0","6217","27",
"25-091-21712-00-00","1/31/2022 12:00:00 AM","Red River, Nisku","5275","260","0","6055","31",
"25-091-21712-00-00","12/31/2021 12:00:00 AM","Red River, Nisku","5275","276","0","6551","31",
"25-091-21712-00-00","11/30/2021 12:00:00 AM","Red River, Nisku","5275","305","0","7689","30",
"25-091-21712-00-00","10/31/2021 12:00:00 AM","Red River, Nisku","5275","387","0","8593","31",
"25-091-21712-00-00","9/30/2021 12:00:00 AM","Red River, Nisku","5275","355","0","8889","30",
"25-091-21712-00-00","8/31/2021 12:00:00 AM","Red River, Nisku","5275","289","0","8518","31",
"25-091-21712-00-00","7/31/2021 12:00:00 AM","Red River, Nisku","5275","346","0","8611","31",
"25-091-21712-00-00","6/30/2021 12:00:00 AM","Red River, Nisku","5275","308","0","8557","30",
"25-091-21712-00-00","5/31/2021 12:00:00 AM","Red River, Nisku","5275","268","0","8120","31",
"25-091-21712-00-00","4/30/2021 12:00:00 AM","Red River, Nisku","5275","346","0","10011","30",
"25-091-21712-00-00","3/31/2021 12:00:00 AM","Red River, Nisku","5275","397","0","10554","31",
"25-091-21712-00-00","2/28/2021 12:00:00 AM","Red River, Nisku","5275","244","0","7598","31",
"25-091-21712-00-00","1/31/2021 12:00:00 AM","Red River, Nisku","5275","409","0","10721","31",
"25-091-21712-00-00","12/31/2020 12:00:00 AM","Red River, Nisku","5275","433","0","12227","31",
"25-091-21712-00-00","11/30/2020 12:00:00 AM","Red River, Nisku","5275","346","0","9365","30",
"25-091-21712-00-00","10/31/2020 12:00:00 AM","Red River, Nisku","5275","362","0","10265","29",
"25-091-21712-00-00","9/30/2020 12:00:00 AM","Red River, Nisku","5275","342","0","8645","30",
"25-091-21712-00-00","8/31/2020 12:00:00 AM","Red River, Nisku","5275","377","97","9279","31",
"25-091-21712-00-00","7/31/2020 12:00:00 AM","Red River, Nisku","5275","381","205","9184","31",
"25-091-21712-00-00","6/30/2020 12:00:00 AM","Red River, Nisku","5275","174","61","2462","9",
"25-091-21712-00-00","5/31/2020 12:00:00 AM","Red River, Nisku","5275","0","0","0","0",
"25-091-21712-00-00","4/30/2020 12:00:00 AM","Red River, Nisku","5275","0","0","0","0",
"25-091-21712-00-00","3/31/2020 12:00:00 AM","Red River, Nisku","5275","623","178","13472","26",
"25-091-21712-00-00","2/29/2020 12:00:00 AM","Red River, Nisku","5275","545","201","14392","29",
"25-091-21712-00-00","1/31/2020 12:00:00 AM","Red River, Nisku","5275","569","221","15403","31",
"25-091-21712-00-00","12/31/2019 12:00:00 AM","Red River, Nisku","5275","392","201","831","30",
"25-091-21712-00-00","11/30/2019 12:00:00 AM","Red River, Nisku","5275","408","214","11989","24",
"25-091-21712-00-00","10/31/2019 12:00:00 AM","Red River, Nisku","5275","578","284","17381","31",
"25-091-21712-00-00","9/30/2019 12:00:00 AM","Red River, Nisku","5275","312","92","6174","11",
"25-091-21712-00-00","8/31/2019 12:00:00 AM","Red River, Nisku","5275","574","0","12464","24",
"25-091-21712-00-00","7/31/2019 12:00:00 AM","Red River, Nisku","5275","667","223","16750","30",
"25-091-21712-00-00","6/30/2019 12:00:00 AM","Red River, Nisku","5275","688","290","17549","30",
"25-091-21712-00-00","5/31/2019 12:00:00 AM","Red River, Nisku","5275","760","265","13335","30",
